line_id,company_id,order_id,sku,units,line_gmv_idr
belinusa_item_00052,belinusa,belinusa_ord_00026,belinusa_prod_0047,2,5738860
belinusa_item_00053,belinusa,belinusa_ord_00026,belinusa_prod_0029,4,15441868
belinusa_item_00054,belinusa,belinusa_ord_00026,belinusa_prod_0035,2,1117668
belinusa_item_00055,belinusa,belinusa_ord_00027,belinusa_prod_0008,4,12367512
belinusa_item_00056,belinusa,belinusa_ord_00028,belinusa_prod_0001,2,7452226
belinusa_item_00057,belinusa,belinusa_ord_00028,belinusa_prod_0033,2,1470900
belinusa_item_00058,belinusa,belinusa_ord_00029,belinusa_prod_0047,2,5738860
belinusa_item_00059,belinusa,belinusa_ord_00029,belinusa_prod_0048,3,2824533
belinusa_item_00060,belinusa,belinusa_ord_00029,belinusa_prod_0044,2,2931266
belinusa_item_00061,belinusa,belinusa_ord_00030,belinusa_prod_0022,2,5799666
belinusa_item_00062,belinusa,belinusa_ord_00031,belinusa_prod_0005,4,1621284
belinusa_item_00063,belinusa,belinusa_ord_00031,belinusa_prod_0030,4,17730960
belinusa_item_00064,belinusa,belinusa_ord_00032,belinusa_prod_0026,3,11346225
belinusa_item_00065,belinusa,belinusa_ord_00033,belinusa_prod_0026,1,567311
belinusa_item_00066,belinusa,belinusa_ord_00033,belinusa_prod_0025,3,1201820
belinusa_item_00067,belinusa,belinusa_ord_00033,belinusa_prod_0051,1,320292
belinusa_item_00068,belinusa,belinusa_ord_00034,belinusa_prod_0028,3,11015070
belinusa_item_00069,belinusa,belinusa_ord_00034,belinusa_prod_0014,1,3639886
belinusa_item_00070,belinusa,belinusa_ord_00034,belinusa_prod_0021,4,8657844
belinusa_item_00071,belinusa,belinusa_ord_00035,belinusa_prod_0036,3,607040
belinusa_item_00072,belinusa,belinusa_ord_00036,belinusa_prod_0042,2,2990854
belinusa_item_00073,belinusa,belinusa_ord_00036,belinusa_prod_0034,1,4338867
belinusa_item_00074,belinusa,belinusa_ord_00036,belinusa_prod_0039,1,1043881
belinusa_item_00075,belinusa,belinusa_ord_00037,belinusa_prod_0027,1,84394
belinusa_item_00076,belinusa,belinusa_ord_00037,belinusa_prod_0036,2,2697954
belinusa_item_00077,belinusa,belinusa_ord_00037,belinusa_prod_0033,1,735450
belinusa_item_00078,belinusa,belinusa_ord_00038,belinusa_prod_0025,1,2670710
belinusa_item_00079,belinusa,belinusa_ord_00038,belinusa_prod_0018,4,7206544
belinusa_item_00080,belinusa,belinusa_ord_00039,belinusa_prod_0002,4,6483708
belinusa_item_00081,belinusa,belinusa_ord_00040,belinusa_prod_0023,3,10195599
belinusa_item_00082,belinusa,belinusa_ord_00041,belinusa_prod_0044,1,1465633
belinusa_item_00083,belinusa,belinusa_ord_00041,belinusa_prod_0044,4,5862532
belinusa_item_00084,belinusa,belinusa_ord_00042,belinusa_prod_0045,2,1538218
belinusa_item_00085,belinusa,belinusa_ord_00042,belinusa_prod_0055,2,1071198
belinusa_item_00086,belinusa,belinusa_ord_00043,belinusa_prod_0012,1,4095764
belinusa_item_00087,belinusa,belinusa_ord_00043,belinusa_prod_0010,2,7415590
belinusa_item_00088,belinusa,belinusa_ord_00044,belinusa_prod_0013,4,17947404
belinusa_item_00089,belinusa,belinusa_ord_00044,belinusa_prod_0030,4,17730960
belinusa_item_00090,belinusa,belinusa_ord_00044,belinusa_prod_0014,3,10919658
belinusa_item_00091,belinusa,belinusa_ord_00045,belinusa_prod_0036,3,4046931
belinusa_item_00092,belinusa,belinusa_ord_00046,belinusa_prod_0025,3,8012130
belinusa_item_00093,belinusa,belinusa_ord_00046,belinusa_prod_0020,2,8622148
belinusa_item_00094,belinusa,belinusa_ord_00047,belinusa_prod_0002,4,6483708
belinusa_item_00095,belinusa,belinusa_ord_00048,belinusa_prod_0021,4,8657844
belinusa_item_00096,belinusa,belinusa_ord_00049,belinusa_prod_0014,2,7279772
belinusa_item_00097,belinusa,belinusa_ord_00049,belinusa_prod_0038,1,1485771
belinusa_item_00098,belinusa,belinusa_ord_00049,belinusa_prod_0024,1,688735
belinusa_item_00099,belinusa,belinusa_ord_00050,belinusa_prod_0032,3,1746783
belinusa_item_00100,belinusa,belinusa_ord_00050,belinusa_prod_0048,3,423680
belinusa_item_00101,belinusa,belinusa_ord_00051,belinusa_prod_0019,3,12074922
belinusa_item_00102,belinusa,belinusa_ord_00051,belinusa_prod_0033,1,735450
belinusa_item_00103,belinusa,belinusa_ord_00052,belinusa_prod_0045,2,1538218
belinusa_item_00104,belinusa,belinusa_ord_00053,belinusa_prod_0010,2,1112339
belinusa_item_00105,belinusa,belinusa_ord_00053,belinusa_prod_0040,3,824848
belinusa_item_00106,belinusa,belinusa_ord_00054,belinusa_prod_0055,3,1606797
belinusa_item_00107,belinusa,belinusa_ord_00054,belinusa_prod_0001,1,3726113
belinusa_item_00108,belinusa,belinusa_ord_00054,belinusa_prod_0045,4,3076436
belinusa_item_00109,belinusa,belinusa_ord_00055,belinusa_prod_0012,4,16383056
belinusa_item_00110,belinusa,belinusa_ord_00055,belinusa_prod_0030,4,17730960
belinusa_item_00111,belinusa,belinusa_ord_00056,belinusa_prod_0039,1,1043881
belinusa_item_00112,belinusa,belinusa_ord_00056,belinusa_prod_0009,4,11578216
belinusa_item_00113,belinusa,belinusa_ord_00057,belinusa_prod_0036,1,1348977
belinusa_item_00114,belinusa,belinusa_ord_00057,belinusa_prod_0030,4,17730960
belinusa_item_00115,belinusa,belinusa_ord_00058,belinusa_prod_0043,1,247851
belinusa_item_00116,belinusa,belinusa_ord_00058,belinusa_prod_0028,2,1101507
belinusa_item_00117,belinusa,belinusa_ord_00058,belinusa_prod_0036,1,202347
belinusa_item_00118,belinusa,belinusa_ord_00059,belinusa_prod_0016,1,1495016
belinusa_item_00119,belinusa,belinusa_ord_00059,belinusa_prod_0051,2,4270558
belinusa_item_00120,belinusa,belinusa_ord_00059,belinusa_prod_0022,3,8699499
belinusa_item_00121,belinusa,belinusa_ord_00060,belinusa_prod_0030,2,8865480
belinusa_item_00122,belinusa,belinusa_ord_00060,belinusa_prod_0018,3,5404908
belinusa_item_00123,belinusa,belinusa_ord_00060,belinusa_prod_0050,4,14961112
belinusa_item_00124,belinusa,belinusa_ord_00061,belinusa_prod_0031,1,3758341
belinusa_item_00125,belinusa,belinusa_ord_00061,belinusa_prod_0055,1,535599
belinusa_item_00126,belinusa,belinusa_ord_00062,belinusa_prod_0019,1,4024974
belinusa_item_00127,belinusa,belinusa_ord_00063,belinusa_prod_0039,4,4175524
belinusa_item_00128,belinusa,belinusa_ord_00064,belinusa_prod_0044,3,4396899
belinusa_item_00129,belinusa,belinusa_ord_00064,belinusa_prod_0012,1,4095764
belinusa_item_00130,belinusa,belinusa_ord_00064,belinusa_prod_0036,4,5395908
belinusa_item_00131,belinusa,belinusa_ord_00065,belinusa_prod_0054,1,3892077
belinusa_item_00132,belinusa,belinusa_ord_00065,belinusa_prod_0021,1,2164461
belinusa_item_00133,belinusa,belinusa_ord_00066,belinusa_prod_0013,2,1346055
belinusa_item_00134,belinusa,belinusa_ord_00066,belinusa_prod_0015,1,196019
belinusa_item_00135,belinusa,belinusa_ord_00066,belinusa_prod_0025,4,1602426
belinusa_item_00136,belinusa,belinusa_ord_00067,belinusa_prod_0012,3,12287292
belinusa_item_00137,belinusa,belinusa_ord_00067,belinusa_prod_0048,3,2824533
belinusa_item_00138,belinusa,belinusa_ord_00068,belinusa_prod_0034,4,17355468
belinusa_item_00139,belinusa,belinusa_ord_00069,belinusa_prod_0032,4,2329045
belinusa_item_00140,belinusa,belinusa_ord_00069,belinusa_prod_0004,2,801747
belinusa_item_00141,belinusa,belinusa_ord_00070,belinusa_prod_0040,2,3665990
belinusa_item_00142,belinusa,belinusa_ord_00070,belinusa_prod_0004,2,5344980
belinusa_item_00143,belinusa,belinusa_ord_00071,belinusa_prod_0015,2,2613590
belinusa_item_00144,belinusa,belinusa_ord_00072,belinusa_prod_0030,1,4432740
belinusa_item_00145,belinusa,belinusa_ord_00072,belinusa_prod_0034,1,4338867
belinusa_item_00146,belinusa,belinusa_ord_00073,belinusa_prod_0039,3,3131643
belinusa_item_00147,belinusa,belinusa_ord_00073,belinusa_prod_0034,1,4338867
belinusa_item_00148,belinusa,belinusa_ord_00073,belinusa_prod_0029,2,7720934
belinusa_item_00149,belinusa,belinusa_ord_00074,belinusa_prod_0039,2,2087762
belinusa_item_00150,belinusa,belinusa_ord_00074,belinusa_prod_0052,1,825687
belinusa_item_00151,belinusa,belinusa_ord_00075,belinusa_prod_0030,3,1994733
belinusa_item_00152,belinusa,belinusa_ord_00075,belinusa_prod_0006,3,167540
belinusa_item_00153,belinusa,belinusa_ord_00076,belinusa_prod_0046,1,2461162
belinusa_item_00154,belinusa,belinusa_ord_00077,belinusa_prod_0054,4,15568308
belinusa_item_00155,belinusa,belinusa_ord_00077,belinusa_prod_0026,3,11346225
belinusa_item_00156,belinusa,belinusa_ord_00077,belinusa_prod_0052,2,1651374
belinusa_item_00157,belinusa,belinusa_ord_00078,belinusa_prod_0045,4,3076436
belinusa_item_00158,belinusa,belinusa_ord_00078,belinusa_prod_0005,3,1215963
belinusa_item_00159,belinusa,belinusa_ord_00079,belinusa_prod_0002,2,3241854
belinusa_item_00160,belinusa,belinusa_ord_00079,belinusa_prod_0008,3,9275634
belinusa_item_00161,belinusa,belinusa_ord_00079,belinusa_prod_0046,1,2461162
belinusa_item_00162,belinusa,belinusa_ord_00080,belinusa_prod_0039,4,4175524
belinusa_item_00163,belinusa,belinusa_ord_00081,belinusa_prod_0006,4,1489240
belinusa_item_00164,belinusa,belinusa_ord_00081,belinusa_prod_0031,2,7516682
belinusa_item_00165,belinusa,belinusa_ord_00082,belinusa_prod_0034,1,4338867
belinusa_item_00166,belinusa,belinusa_ord_00082,belinusa_prod_0019,3,12074922
belinusa_item_00167,belinusa,belinusa_ord_00082,belinusa_prod_0009,2,5789108
belinusa_item_00168,belinusa,belinusa_ord_00083,belinusa_prod_0037,2,1246630
belinusa_item_00169,belinusa,belinusa_ord_00083,belinusa_prod_0009,4,1736732
belinusa_item_00170,belinusa,belinusa_ord_00083,belinusa_prod_0009,1,434183
belinusa_item_00171,belinusa,belinusa_ord_00084,belinusa_prod_0038,1,222866
belinusa_item_00172,belinusa,belinusa_ord_00085,belinusa_prod_0055,2,160680
belinusa_item_00173,belinusa,belinusa_ord_00085,belinusa_prod_0001,1,558917
belinusa_item_00174,belinusa,belinusa_ord_00085,belinusa_prod_0019,1,603746
belinusa_item_00175,belinusa,belinusa_ord_00086,belinusa_prod_0030,2,8865480
belinusa_item_00176,belinusa,belinusa_ord_00087,belinusa_prod_0016,2,2990032
belinusa_item_00177,belinusa,belinusa_ord_00087,belinusa_prod_0051,2,4270558
belinusa_item_00178,belinusa,belinusa_ord_00088,belinusa_prod_0039,1,1043881
belinusa_item_00179,belinusa,belinusa_ord_00088,belinusa_prod_0022,4,11599332
belinusa_item_00180,belinusa,belinusa_ord_00088,belinusa_prod_0013,3,13460553
belinusa_item_00181,belinusa,belinusa_ord_00089,belinusa_prod_0030,4,17730960
belinusa_item_00182,belinusa,belinusa_ord_00089,belinusa_prod_0013,1,4486851
belinusa_item_00183,belinusa,belinusa_ord_00089,belinusa_prod_0055,2,1071198
belinusa_item_00184,belinusa,belinusa_ord_00090,belinusa_prod_0020,3,12933222
belinusa_item_00185,belinusa,belinusa_ord_00090,belinusa_prod_0017,3,6680877
belinusa_item_00186,belinusa,belinusa_ord_00090,belinusa_prod_0048,4,3766044
belinusa_item_00187,belinusa,belinusa_ord_00091,belinusa_prod_0026,4,15128300
belinusa_item_00188,belinusa,belinusa_ord_00091,belinusa_prod_0028,3,11015070
belinusa_item_00189,belinusa,belinusa_ord_00091,belinusa_prod_0008,1,3091878
belinusa_item_00190,belinusa,belinusa_ord_00092,belinusa_prod_0028,3,11015070
belinusa_item_00191,belinusa,belinusa_ord_00092,belinusa_prod_0007,2,7201616
belinusa_item_00192,belinusa,belinusa_ord_00093,belinusa_prod_0023,4,13594132
belinusa_item_00193,belinusa,belinusa_ord_00093,belinusa_prod_0054,2,7784154
belinusa_item_00194,belinusa,belinusa_ord_00094,belinusa_prod_0054,3,1751435
belinusa_item_00195,belinusa,belinusa_ord_00094,belinusa_prod_0016,4,897010
belinusa_item_00196,belinusa,belinusa_ord_00095,belinusa_prod_0053,3,11854380
belinusa_item_00197,belinusa,belinusa_ord_00095,belinusa_prod_0040,1,1832995
belinusa_item_00198,belinusa,belinusa_ord_00096,belinusa_prod_0022,4,11599332
belinusa_item_00199,belinusa,belinusa_ord_00096,belinusa_prod_0010,3,11123385
belinusa_item_00200,belinusa,belinusa_ord_00097,belinusa_prod_0042,4,5981708
belinusa_item_00201,belinusa,belinusa_ord_00097,belinusa_prod_0013,4,17947404
belinusa_item_00202,belinusa,belinusa_ord_00098,belinusa_prod_0015,4,784077
belinusa_item_00203,belinusa,belinusa_ord_00099,belinusa_prod_0030,4,17730960
belinusa_item_00204,belinusa,belinusa_ord_00099,belinusa_prod_0039,4,4175524
belinusa_item_00205,belinusa,belinusa_ord_00099,belinusa_prod_0053,3,11854380
belinusa_item_00206,belinusa,belinusa_ord_00100,belinusa_prod_0003,3,2529486
belinusa_item_00207,belinusa,belinusa_ord_00100,belinusa_prod_0027,2,168788
belinusa_item_00208,belinusa,belinusa_ord_00100,belinusa_prod_0011,3,8920395
belinusa_item_00209,belinusa,belinusa_ord_00101,belinusa_prod_0036,3,4046931
belinusa_item_00210,belinusa,belinusa_ord_00102,belinusa_prod_0053,2,7902920
belinusa_item_00211,belinusa,belinusa_ord_00103,belinusa_prod_0041,2,4032286
belinusa_item_00212,belinusa,belinusa_ord_00104,belinusa_prod_0048,3,2824533
belinusa_item_00213,belinusa,belinusa_ord_00104,belinusa_prod_0005,4,1621284
belinusa_item_00214,belinusa,belinusa_ord_00105,belinusa_prod_0022,2,869950
belinusa_item_00215,belinusa,belinusa_ord_00105,belinusa_prod_0032,3,1746783
belinusa_item_00216,belinusa,belinusa_ord_00106,belinusa_prod_0024,4,2754940
belinusa_item_00217,belinusa,belinusa_ord_00106,belinusa_prod_0016,3,4485048
belinusa_item_00218,belinusa,belinusa_ord_00107,belinusa_prod_0021,1,2164461
belinusa_item_00219,belinusa,belinusa_ord_00108,belinusa_prod_0002,1,1620927
belinusa_item_00220,belinusa,belinusa_ord_00108,belinusa_prod_0003,2,1686324
belinusa_item_00221,belinusa,belinusa_ord_00109,belinusa_prod_0004,2,5344980
belinusa_item_00222,belinusa,belinusa_ord_00110,belinusa_prod_0011,2,5946930
belinusa_item_00223,belinusa,belinusa_ord_00111,belinusa_prod_0020,3,12933222
belinusa_item_00224,belinusa,belinusa_ord_00111,belinusa_prod_0047,4,11477720
belinusa_item_00225,belinusa,belinusa_ord_00112,belinusa_prod_0014,1,545983
belinusa_item_00226,belinusa,belinusa_ord_00113,belinusa_prod_0023,3,10195599
belinusa_item_00227,belinusa,belinusa_ord_00114,belinusa_prod_0029,4,15441868
belinusa_item_00228,belinusa,belinusa_ord_00115,belinusa_prod_0041,1,2016143
belinusa_item_00229,belinusa,belinusa_ord_00115,belinusa_prod_0007,1,3600808
belinusa_item_00230,belinusa,belinusa_ord_00115,belinusa_prod_0047,3,8608290
belinusa_item_00231,belinusa,belinusa_ord_00116,belinusa_prod_0049,2,746858
belinusa_item_00232,belinusa,belinusa_ord_00116,belinusa_prod_0055,2,1071198
belinusa_item_00233,belinusa,belinusa_ord_00116,belinusa_prod_0006,1,372310
belinusa_item_00234,belinusa,belinusa_ord_00117,belinusa_prod_0019,3,12074922
belinusa_item_00235,belinusa,belinusa_ord_00118,belinusa_prod_0008,4,1855127
belinusa_item_00236,belinusa,belinusa_ord_00118,belinusa_prod_0039,2,313164
belinusa_item_00237,belinusa,belinusa_ord_00118,belinusa_prod_0015,1,196019
belinusa_item_00238,belinusa,belinusa_ord_00119,belinusa_prod_0020,3,1939983
belinusa_item_00239,belinusa,belinusa_ord_00120,belinusa_prod_0043,3,4957017
belinusa_item_00240,belinusa,belinusa_ord_00121,belinusa_prod_0014,4,2183932
belinusa_item_00241,belinusa,belinusa_ord_00121,belinusa_prod_0029,4,2316280
belinusa_item_00242,belinusa,belinusa_ord_00122,belinusa_prod_0050,2,7480556
belinusa_item_00243,belinusa,belinusa_ord_00122,belinusa_prod_0033,3,2206350
belinusa_item_00244,belinusa,belinusa_ord_00123,belinusa_prod_0053,3,11854380
belinusa_item_00245,belinusa,belinusa_ord_00124,belinusa_prod_0018,3,5404908
belinusa_item_00246,belinusa,belinusa_ord_00124,belinusa_prod_0036,2,2697954
belinusa_item_00247,belinusa,belinusa_ord_00125,belinusa_prod_0004,4,1603494
belinusa_item_00248,belinusa,belinusa_ord_00125,belinusa_prod_0023,1,509780
belinusa_item_00249,belinusa,belinusa_ord_00125,belinusa_prod_0044,3,659535
belinusa_item_00250,belinusa,belinusa_ord_00126,belinusa_prod_0008,4,1855127
belinusa_item_00251,belinusa,belinusa_ord_00126,belinusa_prod_0020,1,646661
belinusa_item_00252,belinusa,belinusa_ord_00127,belinusa_prod_0017,2,4453918
belinusa_item_00253,belinusa,belinusa_ord_00127,belinusa_prod_0053,3,11854380
belinusa_item_00254,belinusa,belinusa_ord_00128,belinusa_prod_0028,1,3671690
belinusa_item_00255,belinusa,belinusa_ord_00129,belinusa_prod_0044,3,659535
belinusa_item_00256,belinusa,belinusa_ord_00130,belinusa_prod_0010,2,1112339
belinusa_item_00257,belinusa,belinusa_ord_00130,belinusa_prod_0005,2,121596
belinusa_item_00258,belinusa,belinusa_ord_00131,belinusa_prod_0048,2,1883022
belinusa_item_00259,belinusa,belinusa_ord_00131,belinusa_prod_0047,3,8608290
belinusa_item_00260,belinusa,belinusa_ord_00132,belinusa_prod_0047,3,8608290
belinusa_item_00261,belinusa,belinusa_ord_00132,belinusa_prod_0011,3,8920395
belinusa_item_00262,belinusa,belinusa_ord_00133,belinusa_prod_0010,2,7415590
belinusa_item_00263,belinusa,belinusa_ord_00133,belinusa_prod_0039,3,3131643
belinusa_item_00264,belinusa,belinusa_ord_00134,belinusa_prod_0033,3,2206350
belinusa_item_00265,belinusa,belinusa_ord_00134,belinusa_prod_0023,1,3398533
belinusa_item_00266,belinusa,belinusa_ord_00135,belinusa_prod_0048,1,141227
belinusa_item_00267,belinusa,belinusa_ord_00136,belinusa_prod_0037,4,16621736
belinusa_item_00268,belinusa,belinusa_ord_00136,belinusa_prod_0035,4,2235336
belinusa_item_00269,belinusa,belinusa_ord_00136,belinusa_prod_0020,2,8622148
belinusa_item_00270,belinusa,belinusa_ord_00137,belinusa_prod_0048,4,564907
belinusa_item_00271,belinusa,belinusa_ord_00137,belinusa_prod_0007,4,2160485
belinusa_item_00272,belinusa,belinusa_ord_00137,belinusa_prod_0009,2,868366
belinusa_item_00273,belinusa,belinusa_ord_00138,belinusa_prod_0033,1,735450
belinusa_item_00274,belinusa,belinusa_ord_00138,belinusa_prod_0022,1,2899833
belinusa_item_00275,belinusa,belinusa_ord_00139,belinusa_prod_0027,3,37977
belinusa_item_00276,belinusa,belinusa_ord_00139,belinusa_prod_0048,3,423680
belinusa_item_00277,belinusa,belinusa_ord_00140,belinusa_prod_0037,1,4155434
belinusa_item_00278,belinusa,belinusa_ord_00140,belinusa_prod_0031,3,11275023
belinusa_item_00279,belinusa,belinusa_ord_00140,belinusa_prod_0001,2,7452226
belinusa_item_00280,belinusa,belinusa_ord_00141,belinusa_prod_0006,1,372310
belinusa_item_00281,belinusa,belinusa_ord_00141,belinusa_prod_0010,1,3707795
belinusa_item_00282,belinusa,belinusa_ord_00141,belinusa_prod_0012,4,16383056
belinusa_item_00283,belinusa,belinusa_ord_00142,belinusa_prod_0021,3,6493383
belinusa_item_00284,belinusa,belinusa_ord_00142,belinusa_prod_0030,2,8865480
belinusa_item_00285,belinusa,belinusa_ord_00143,belinusa_prod_0017,3,6680877
belinusa_item_00286,belinusa,belinusa_ord_00144,belinusa_prod_0053,4,2370876
belinusa_item_00287,belinusa,belinusa_ord_00144,belinusa_prod_0028,2,1101507
belinusa_item_00288,belinusa,belinusa_ord_00144,belinusa_prod_0039,2,313164
belinusa_item_00289,belinusa,belinusa_ord_00145,belinusa_prod_0020,2,8622148
belinusa_item_00290,belinusa,belinusa_ord_00145,belinusa_prod_0001,2,7452226
belinusa_item_00291,belinusa,belinusa_ord_00145,belinusa_prod_0010,4,14831180
belinusa_item_00292,belinusa,belinusa_ord_00146,belinusa_prod_0014,2,7279772
belinusa_item_00293,belinusa,belinusa_ord_00146,belinusa_prod_0025,3,8012130
belinusa_item_00294,belinusa,belinusa_ord_00147,belinusa_prod_0010,2,1112339
belinusa_item_00295,belinusa,belinusa_ord_00147,belinusa_prod_0046,4,1476697
belinusa_item_00296,belinusa,belinusa_ord_00147,belinusa_prod_0003,2,252949
belinusa_item_00297,belinusa,belinusa_ord_00148,belinusa_prod_0001,1,3726113
belinusa_item_00298,belinusa,belinusa_ord_00148,belinusa_prod_0020,2,8622148
belinusa_item_00299,belinusa,belinusa_ord_00148,belinusa_prod_0013,3,13460553
belinusa_item_00300,belinusa,belinusa_ord_00149,belinusa_prod_0002,4,6483708
belinusa_item_00301,belinusa,belinusa_ord_00150,belinusa_prod_0035,3,1676502
belinusa_item_00302,belinusa,belinusa_ord_00150,belinusa_prod_0027,2,168788
belinusa_item_00303,belinusa,belinusa_ord_00151,belinusa_prod_0012,2,8191528
belinusa_item_00304,belinusa,belinusa_ord_00152,belinusa_prod_0011,2,5946930
belinusa_item_00305,belinusa,belinusa_ord_00153,belinusa_prod_0052,1,123853
belinusa_item_00306,belinusa,belinusa_ord_00153,belinusa_prod_0022,1,434975
belinusa_item_00307,belinusa,belinusa_ord_00154,belinusa_prod_0037,3,12466302
belinusa_item_00308,belinusa,belinusa_ord_00154,belinusa_prod_0026,1,3782075
belinusa_item_00309,belinusa,belinusa_ord_00154,belinusa_prod_0028,4,14686760
belinusa_item_00310,belinusa,belinusa_ord_00155,belinusa_prod_0039,3,3131643
belinusa_item_00311,belinusa,belinusa_ord_00155,belinusa_prod_0042,2,2990854
belinusa_item_00312,belinusa,belinusa_ord_00155,belinusa_prod_0051,2,4270558
belinusa_item_00313,belinusa,belinusa_ord_00156,belinusa_prod_0013,4,17947404
belinusa_item_00314,belinusa,belinusa_ord_00156,belinusa_prod_0033,2,1470900
belinusa_item_00315,belinusa,belinusa_ord_00156,belinusa_prod_0014,1,3639886
belinusa_item_00316,belinusa,belinusa_ord_00157,belinusa_prod_0026,2,7564150
belinusa_item_00317,belinusa,belinusa_ord_00158,belinusa_prod_0006,2,744620
belinusa_item_00318,belinusa,belinusa_ord_00158,belinusa_prod_0028,4,14686760
belinusa_item_00319,belinusa,belinusa_ord_00159,belinusa_prod_0027,2,168788
belinusa_item_00320,belinusa,belinusa_ord_00160,belinusa_prod_0017,4,8907836
belinusa_item_00321,belinusa,belinusa_ord_00160,belinusa_prod_0050,1,3740278
belinusa_item_00322,belinusa,belinusa_ord_00160,belinusa_prod_0022,1,2899833
belinusa_item_00323,belinusa,belinusa_ord_00161,belinusa_prod_0019,3,12074922
belinusa_item_00324,belinusa,belinusa_ord_00162,belinusa_prod_0034,2,8677734
belinusa_item_00325,belinusa,belinusa_ord_00162,belinusa_prod_0043,4,6609356
