order_id,company_id,seller_id,order_date,fulfillment_status,gmv_idr
belinusa_ord_00292,belinusa,belinusa_cust_0138,2025-09-04,completed,11969045
belinusa_ord_00308,belinusa,belinusa_cust_0075,2025-09-04,completed,18026152
belinusa_ord_00316,belinusa,belinusa_cust_0264,2025-09-04,cancelled,1134623
belinusa_ord_00334,belinusa,belinusa_cust_0414,2025-09-04,completed,17244296
belinusa_ord_00358,belinusa,belinusa_cust_0247,2025-09-04,completed,3228081
belinusa_ord_00371,belinusa,belinusa_cust_0128,2025-09-04,completed,20478820
belinusa_ord_00377,belinusa,belinusa_cust_0304,2025-09-04,completed,3372648
belinusa_ord_00381,belinusa,belinusa_cust_0404,2025-09-04,completed,11213585
belinusa_ord_00019,belinusa,belinusa_cust_0058,2025-09-05,completed,10682840
belinusa_ord_00021,belinusa,belinusa_cust_0243,2025-09-05,completed,5414101
belinusa_ord_00080,belinusa,belinusa_cust_0075,2025-09-05,completed,4175524
belinusa_ord_00104,belinusa,belinusa_cust_0016,2025-09-05,completed,4445817
belinusa_ord_00138,belinusa,belinusa_cust_0048,2025-09-05,completed,3635283
belinusa_ord_00147,belinusa,belinusa_cust_0001,2025-09-05,cancelled,2841984
belinusa_ord_00156,belinusa,belinusa_cust_0244,2025-09-05,completed,23058190
belinusa_ord_00159,belinusa,belinusa_cust_0357,2025-09-05,completed,168788
belinusa_ord_00191,belinusa,belinusa_cust_0340,2025-09-05,completed,7902920
belinusa_ord_00192,belinusa,belinusa_cust_0013,2025-09-05,completed,7210907
belinusa_ord_00232,belinusa,belinusa_cust_0213,2025-09-05,completed,7601292
belinusa_ord_00276,belinusa,belinusa_cust_0072,2025-09-05,completed,12466302
belinusa_ord_00288,belinusa,belinusa_cust_0113,2025-09-05,completed,1495427
belinusa_ord_00305,belinusa,belinusa_cust_0243,2025-09-05,completed,12402880
belinusa_ord_00322,belinusa,belinusa_cust_0296,2025-09-05,completed,9292927
belinusa_ord_00355,belinusa,belinusa_cust_0228,2025-09-05,completed,27586960
belinusa_ord_00018,belinusa,belinusa_cust_0182,2025-09-06,completed,17255087
belinusa_ord_00037,belinusa,belinusa_cust_0223,2025-09-06,completed,3517798
belinusa_ord_00217,belinusa,belinusa_cust_0247,2025-09-06,completed,11345346
belinusa_ord_00223,belinusa,belinusa_cust_0407,2025-09-06,completed,11583495
belinusa_ord_00234,belinusa,belinusa_cust_0340,2025-09-06,completed,20207622
belinusa_ord_00245,belinusa,belinusa_cust_0303,2025-09-06,completed,20282683
belinusa_ord_00273,belinusa,belinusa_cust_0383,2025-09-06,completed,24490494
belinusa_ord_00274,belinusa,belinusa_cust_0039,2025-09-06,cancelled,2242405
belinusa_ord_00314,belinusa,belinusa_cust_0289,2025-09-06,completed,2941800
belinusa_ord_00350,belinusa,belinusa_cust_0270,2025-09-06,cancelled,1792161
belinusa_ord_00363,belinusa,belinusa_cust_0193,2025-09-06,completed,1117668
belinusa_ord_00006,belinusa,belinusa_cust_0087,2025-09-07,completed,13232189
belinusa_ord_00008,belinusa,belinusa_cust_0405,2025-09-07,completed,3951460
belinusa_ord_00013,belinusa,belinusa_cust_0152,2025-09-07,completed,16756190
belinusa_ord_00041,belinusa,belinusa_cust_0155,2025-09-07,completed,7328165
belinusa_ord_00077,belinusa,belinusa_cust_0266,2025-09-07,completed,28565907
belinusa_ord_00078,belinusa,belinusa_cust_0286,2025-09-07,completed,4292399
belinusa_ord_00097,belinusa,belinusa_cust_0079,2025-09-07,completed,23929112
belinusa_ord_00117,belinusa,belinusa_cust_0142,2025-09-07,completed,12074922
belinusa_ord_00141,belinusa,belinusa_cust_0399,2025-09-07,completed,20463161
belinusa_ord_00168,belinusa,belinusa_cust_0039,2025-09-07,completed,12519727
belinusa_ord_00219,belinusa,belinusa_cust_0128,2025-09-07,completed,1071198
belinusa_ord_00370,belinusa,belinusa_cust_0126,2025-09-07,completed,6312376
belinusa_ord_00035,belinusa,belinusa_cust_0100,2025-09-08,cancelled,607040
belinusa_ord_00038,belinusa,belinusa_cust_0213,2025-09-08,completed,9877254
belinusa_ord_00066,belinusa,belinusa_cust_0444,2025-09-08,cancelled,3144501
belinusa_ord_00082,belinusa,belinusa_cust_0207,2025-09-08,completed,22202897
belinusa_ord_00099,belinusa,belinusa_cust_0069,2025-09-08,completed,33760864
belinusa_ord_00105,belinusa,belinusa_cust_0183,2025-09-08,cancelled,2616733
belinusa_ord_00116,belinusa,belinusa_cust_0252,2025-09-08,completed,2190366
belinusa_ord_00124,belinusa,belinusa_cust_0275,2025-09-08,completed,8102862
belinusa_ord_00152,belinusa,belinusa_cust_0187,2025-09-08,completed,5946930
belinusa_ord_00172,belinusa,belinusa_cust_0257,2025-09-08,completed,7027030
belinusa_ord_00176,belinusa,belinusa_cust_0282,2025-09-08,completed,28839990
belinusa_ord_00256,belinusa,belinusa_cust_0378,2025-09-08,completed,6405837
belinusa_ord_00259,belinusa,belinusa_cust_0114,2025-09-08,completed,10396791
belinusa_ord_00340,belinusa,belinusa_cust_0189,2025-09-08,cancelled,4445793
belinusa_ord_00011,belinusa,belinusa_cust_0354,2025-09-09,completed,18130505
belinusa_ord_00052,belinusa,belinusa_cust_0048,2025-09-09,completed,1538218
belinusa_ord_00085,belinusa,belinusa_cust_0051,2025-09-09,cancelled,1323343
belinusa_ord_00113,belinusa,belinusa_cust_0272,2025-09-09,completed,10195599
belinusa_ord_00143,belinusa,belinusa_cust_0107,2025-09-09,completed,6680877
belinusa_ord_00157,belinusa,belinusa_cust_0069,2025-09-09,completed,7564150
belinusa_ord_00167,belinusa,belinusa_cust_0239,2025-09-09,completed,17277318
belinusa_ord_00238,belinusa,belinusa_cust_0072,2025-09-09,completed,14904452
belinusa_ord_00278,belinusa,belinusa_cust_0162,2025-09-09,completed,744620
belinusa_ord_00303,belinusa,belinusa_cust_0406,2025-09-09,completed,22817518
belinusa_ord_00321,belinusa,belinusa_cust_0341,2025-09-09,completed,12466302
belinusa_ord_00348,belinusa,belinusa_cust_0474,2025-09-09,completed,12988618
belinusa_ord_00351,belinusa,belinusa_cust_0017,2025-09-09,completed,2174506
belinusa_ord_00372,belinusa,belinusa_cust_0067,2025-09-09,completed,14880964
belinusa_ord_00093,belinusa,belinusa_cust_0037,2025-09-10,completed,21378286
belinusa_ord_00129,belinusa,belinusa_cust_0253,2025-09-10,cancelled,659535
belinusa_ord_00177,belinusa,belinusa_cust_0391,2025-09-10,completed,7896840
belinusa_ord_00182,belinusa,belinusa_cust_0246,2025-09-10,cancelled,3492060
belinusa_ord_00208,belinusa,belinusa_cust_0265,2025-09-10,cancelled,827578
belinusa_ord_00246,belinusa,belinusa_cust_0249,2025-09-10,completed,11521426
belinusa_ord_00251,belinusa,belinusa_cust_0378,2025-09-10,completed,1495427
belinusa_ord_00264,belinusa,belinusa_cust_0461,2025-09-10,completed,25816775
belinusa_ord_00269,belinusa,belinusa_cust_0106,2025-09-10,completed,21561916
belinusa_ord_00319,belinusa,belinusa_cust_0443,2025-09-10,completed,2226959
belinusa_ord_00040,belinusa,belinusa_cust_0448,2025-09-11,completed,10195599
belinusa_ord_00079,belinusa,belinusa_cust_0412,2025-09-11,completed,14978650
belinusa_ord_00101,belinusa,belinusa_cust_0046,2025-09-11,completed,4046931
belinusa_ord_00140,belinusa,belinusa_cust_0049,2025-09-11,completed,22882683
belinusa_ord_00188,belinusa,belinusa_cust_0232,2025-09-11,completed,11137776
belinusa_ord_00266,belinusa,belinusa_cust_0114,2025-09-11,completed,14824106
belinusa_ord_00296,belinusa,belinusa_cust_0292,2025-09-11,completed,12468120
belinusa_ord_00331,belinusa,belinusa_cust_0188,2025-09-11,cancelled,3447143
belinusa_ord_00367,belinusa,belinusa_cust_0335,2025-09-11,completed,20134506
belinusa_ord_00378,belinusa,belinusa_cust_0286,2025-09-11,completed,9532536
belinusa_ord_00023,belinusa,belinusa_cust_0166,2025-09-12,completed,28478489
belinusa_ord_00084,belinusa,belinusa_cust_0398,2025-09-12,cancelled,222866
belinusa_ord_00086,belinusa,belinusa_cust_0274,2025-09-12,completed,8865480
belinusa_ord_00089,belinusa,belinusa_cust_0212,2025-09-12,completed,23289009
belinusa_ord_00100,belinusa,belinusa_cust_0422,2025-09-12,completed,11618669
belinusa_ord_00114,belinusa,belinusa_cust_0352,2025-09-12,completed,15441868
belinusa_ord_00186,belinusa,belinusa_cust_0080,2025-09-12,cancelled,1201820
belinusa_ord_00233,belinusa,belinusa_cust_0373,2025-09-12,completed,36487254
belinusa_ord_00244,belinusa,belinusa_cust_0363,2025-09-12,cancelled,1476697
belinusa_ord_00265,belinusa,belinusa_cust_0226,2025-09-12,cancelled,495702
belinusa_ord_00271,belinusa,belinusa_cust_0294,2025-09-12,completed,17345151
belinusa_ord_00275,belinusa,belinusa_cust_0435,2025-09-12,completed,7417242
belinusa_ord_00341,belinusa,belinusa_cust_0337,2025-09-12,completed,19782052
belinusa_ord_00356,belinusa,belinusa_cust_0141,2025-09-12,cancelled,83825
belinusa_ord_00361,belinusa,belinusa_cust_0385,2025-09-12,completed,4024974
belinusa_ord_00024,belinusa,belinusa_cust_0352,2025-09-13,completed,5424401
belinusa_ord_00209,belinusa,belinusa_cust_0439,2025-09-13,completed,17888484
belinusa_ord_00247,belinusa,belinusa_cust_0223,2025-09-13,cancelled,1933201
belinusa_ord_00261,belinusa,belinusa_cust_0232,2025-09-13,completed,22124825
belinusa_ord_00291,belinusa,belinusa_cust_0339,2025-09-13,completed,13298220
belinusa_ord_00301,belinusa,belinusa_cust_0135,2025-09-13,completed,7480556
belinusa_ord_00306,belinusa,belinusa_cust_0262,2025-09-13,completed,7223476
belinusa_ord_00310,belinusa,belinusa_cust_0203,2025-09-13,completed,6483708
belinusa_ord_00329,belinusa,belinusa_cust_0125,2025-09-13,completed,4311074
belinusa_ord_00366,belinusa,belinusa_cust_0192,2025-09-13,completed,5344980
belinusa_ord_00373,belinusa,belinusa_cust_0209,2025-09-13,completed,5281213
belinusa_ord_00009,belinusa,belinusa_cust_0457,2025-09-14,completed,22614402
belinusa_ord_00058,belinusa,belinusa_cust_0233,2025-09-14,cancelled,1551704
belinusa_ord_00062,belinusa,belinusa_cust_0362,2025-09-14,completed,4024974
belinusa_ord_00160,belinusa,belinusa_cust_0127,2025-09-14,completed,15547947
belinusa_ord_00163,belinusa,belinusa_cust_0308,2025-09-14,completed,11809377
belinusa_ord_00181,belinusa,belinusa_cust_0348,2025-09-14,completed,735450
belinusa_ord_00210,belinusa,belinusa_cust_0102,2025-09-14,cancelled,490821
belinusa_ord_00287,belinusa,belinusa_cust_0400,2025-09-14,completed,3860467
belinusa_ord_00299,belinusa,belinusa_cust_0136,2025-09-14,completed,17235280
belinusa_ord_00332,belinusa,belinusa_cust_0353,2025-09-14,completed,7343380
belinusa_ord_00055,belinusa,belinusa_cust_0169,2025-09-15,completed,34114016
belinusa_ord_00098,belinusa,belinusa_cust_0251,2025-09-15,cancelled,784077
belinusa_ord_00120,belinusa,belinusa_cust_0046,2025-09-15,completed,4957017
belinusa_ord_00203,belinusa,belinusa_cust_0298,2025-09-15,cancelled,1652409
belinusa_ord_00339,belinusa,belinusa_cust_0367,2025-09-15,completed,12805142
belinusa_ord_00362,belinusa,belinusa_cust_0399,2025-09-15,completed,535599
belinusa_ord_00109,belinusa,belinusa_cust_0427,2025-09-16,completed,5344980
belinusa_ord_00132,belinusa,belinusa_cust_0202,2025-09-16,completed,17528685
belinusa_ord_00179,belinusa,belinusa_cust_0194,2025-09-16,completed,3304678
belinusa_ord_00184,belinusa,belinusa_cust_0057,2025-09-16,completed,11812489
belinusa_ord_00218,belinusa,belinusa_cust_0410,2025-09-16,completed,5158225
belinusa_ord_00253,belinusa,belinusa_cust_0466,2025-09-16,completed,5468399
belinusa_ord_00272,belinusa,belinusa_cust_0430,2025-09-16,completed,6048429
belinusa_ord_00323,belinusa,belinusa_cust_0305,2025-09-16,completed,15204609
belinusa_ord_00365,belinusa,belinusa_cust_0428,2025-09-16,completed,20774421
belinusa_ord_00074,belinusa,belinusa_cust_0312,2025-09-17,completed,2913449
belinusa_ord_00146,belinusa,belinusa_cust_0272,2025-09-17,completed,15291902
belinusa_ord_00207,belinusa,belinusa_cust_0032,2025-09-17,completed,11869767
belinusa_ord_00221,belinusa,belinusa_cust_0445,2025-09-17,completed,18662263
belinusa_ord_00289,belinusa,belinusa_cust_0050,2025-09-17,completed,11015070
belinusa_ord_00294,belinusa,belinusa_cust_0326,2025-09-17,completed,1676502
belinusa_ord_00312,belinusa,belinusa_cust_0434,2025-09-17,cancelled,927563
belinusa_ord_00333,belinusa,belinusa_cust_0053,2025-09-17,cancelled,2848693
belinusa_ord_00338,belinusa,belinusa_cust_0268,2025-09-17,cancelled,545983
belinusa_ord_00343,belinusa,belinusa_cust_0206,2025-09-17,completed,372310
belinusa_ord_00359,belinusa,belinusa_cust_0135,2025-09-17,completed,843162
belinusa_ord_00364,belinusa,belinusa_cust_0414,2025-09-17,completed,14961112
belinusa_ord_00004,belinusa,belinusa_cust_0128,2025-09-18,completed,11984272
belinusa_ord_00027,belinusa,belinusa_cust_0457,2025-09-18,completed,12367512
belinusa_ord_00028,belinusa,belinusa_cust_0417,2025-09-18,completed,8923126
belinusa_ord_00043,belinusa,belinusa_cust_0274,2025-09-18,completed,11511354
belinusa_ord_00050,belinusa,belinusa_cust_0118,2025-09-18,cancelled,2170463
belinusa_ord_00060,belinusa,belinusa_cust_0155,2025-09-18,completed,29231500
belinusa_ord_00064,belinusa,belinusa_cust_0408,2025-09-18,completed,13888571
belinusa_ord_00076,belinusa,belinusa_cust_0134,2025-09-18,completed,2461162
belinusa_ord_00090,belinusa,belinusa_cust_0201,2025-09-18,completed,23380143
belinusa_ord_00095,belinusa,belinusa_cust_0072,2025-09-18,completed,13687375
belinusa_ord_00107,belinusa,belinusa_cust_0304,2025-09-18,completed,2164461
belinusa_ord_00202,belinusa,belinusa_cust_0208,2025-09-18,cancelled,2964798
belinusa_ord_00212,belinusa,belinusa_cust_0236,2025-09-18,completed,4032286
belinusa_ord_00213,belinusa,belinusa_cust_0236,2025-09-18,completed,23886080
belinusa_ord_00252,belinusa,belinusa_cust_0444,2025-09-18,completed,10242596
belinusa_ord_00320,belinusa,belinusa_cust_0228,2025-09-18,completed,15745722
belinusa_ord_00353,belinusa,belinusa_cust_0094,2025-09-18,cancelled,3760295
belinusa_ord_00014,belinusa,belinusa_cust_0006,2025-09-19,cancelled,1074663
belinusa_ord_00047,belinusa,belinusa_cust_0127,2025-09-19,completed,6483708
belinusa_ord_00063,belinusa,belinusa_cust_0075,2025-09-19,completed,4175524
belinusa_ord_00081,belinusa,belinusa_cust_0096,2025-09-19,completed,9005922
belinusa_ord_00111,belinusa,belinusa_cust_0366,2025-09-19,completed,24410942
belinusa_ord_00123,belinusa,belinusa_cust_0045,2025-09-19,completed,11854380
belinusa_ord_00155,belinusa,belinusa_cust_0144,2025-09-19,completed,10393055
belinusa_ord_00166,belinusa,belinusa_cust_0069,2025-09-19,completed,2016143
belinusa_ord_00187,belinusa,belinusa_cust_0031,2025-09-19,completed,13112568
belinusa_ord_00201,belinusa,belinusa_cust_0138,2025-09-19,cancelled,448505
belinusa_ord_00236,belinusa,belinusa_cust_0220,2025-09-19,completed,1621284
belinusa_ord_00280,belinusa,belinusa_cust_0261,2025-09-19,completed,11599332
belinusa_ord_00298,belinusa,belinusa_cust_0471,2025-09-19,completed,5799666
belinusa_ord_00307,belinusa,belinusa_cust_0226,2025-09-19,completed,8907836
belinusa_ord_00330,belinusa,belinusa_cust_0082,2025-09-19,completed,5846103
belinusa_ord_00357,belinusa,belinusa_cust_0299,2025-09-19,completed,13222786
belinusa_ord_00380,belinusa,belinusa_cust_0220,2025-09-19,cancelled,2002764
belinusa_ord_00012,belinusa,belinusa_cust_0095,2025-09-20,completed,27324909
belinusa_ord_00015,belinusa,belinusa_cust_0470,2025-09-20,cancelled,1201820
belinusa_ord_00026,belinusa,belinusa_cust_0287,2025-09-20,completed,22298396
belinusa_ord_00061,belinusa,belinusa_cust_0441,2025-09-20,completed,4293940
belinusa_ord_00137,belinusa,belinusa_cust_0084,2025-09-20,cancelled,3593758
belinusa_ord_00145,belinusa,belinusa_cust_0042,2025-09-20,completed,30905554
belinusa_ord_00154,belinusa,belinusa_cust_0434,2025-09-20,completed,30935137
belinusa_ord_00185,belinusa,belinusa_cust_0369,2025-09-20,completed,7864730
belinusa_ord_00229,belinusa,belinusa_cust_0149,2025-09-20,completed,12753608
belinusa_ord_00240,belinusa,belinusa_cust_0048,2025-09-20,completed,5404908
belinusa_ord_00243,belinusa,belinusa_cust_0458,2025-09-20,completed,23069076
belinusa_ord_00300,belinusa,belinusa_cust_0084,2025-09-20,completed,6452444
belinusa_ord_00304,belinusa,belinusa_cust_0314,2025-09-20,completed,11761405
belinusa_ord_00352,belinusa,belinusa_cust_0157,2025-09-20,completed,11786396
belinusa_ord_00369,belinusa,belinusa_cust_0400,2025-09-20,completed,4450528
belinusa_ord_00005,belinusa,belinusa_cust_0069,2025-09-21,completed,11330334
belinusa_ord_00056,belinusa,belinusa_cust_0030,2025-09-21,completed,12622097
belinusa_ord_00094,belinusa,belinusa_cust_0245,2025-09-21,cancelled,2648444
belinusa_ord_00103,belinusa,belinusa_cust_0013,2025-09-21,completed,4032286
belinusa_ord_00110,belinusa,belinusa_cust_0284,2025-09-21,completed,5946930
belinusa_ord_00148,belinusa,belinusa_cust_0397,2025-09-21,completed,25808814
belinusa_ord_00161,belinusa,belinusa_cust_0212,2025-09-21,completed,12074922
belinusa_ord_00193,belinusa,belinusa_cust_0419,2025-09-21,cancelled,1890979
belinusa_ord_00215,belinusa,belinusa_cust_0147,2025-09-21,completed,10919658
belinusa_ord_00225,belinusa,belinusa_cust_0052,2025-09-21,completed,17947404
belinusa_ord_00263,belinusa,belinusa_cust_0412,2025-09-21,completed,11220834
belinusa_ord_00286,belinusa,belinusa_cust_0408,2025-09-21,completed,15714808
belinusa_ord_00313,belinusa,belinusa_cust_0122,2025-09-21,completed,8838758
belinusa_ord_00036,belinusa,belinusa_cust_0465,2025-09-22,completed,8373602
belinusa_ord_00053,belinusa,belinusa_cust_0119,2025-09-22,cancelled,1937186
belinusa_ord_00092,belinusa,belinusa_cust_0169,2025-09-22,completed,18216686
belinusa_ord_00139,belinusa,belinusa_cust_0270,2025-09-22,cancelled,461657
belinusa_ord_00158,belinusa,belinusa_cust_0050,2025-09-22,completed,15431380
belinusa_ord_00174,belinusa,belinusa_cust_0017,2025-09-22,cancelled,2031083
belinusa_ord_00199,belinusa,belinusa_cust_0318,2025-09-22,cancelled,1978359
belinusa_ord_00214,belinusa,belinusa_cust_0067,2025-09-22,completed,1199116
belinusa_ord_00227,belinusa,belinusa_cust_0131,2025-09-22,completed,3920385
belinusa_ord_00228,belinusa,belinusa_cust_0303,2025-09-22,completed,20591413
belinusa_ord_00020,belinusa,belinusa_cust_0445,2025-09-23,completed,405321
belinusa_ord_00059,belinusa,belinusa_cust_0216,2025-09-23,completed,14465073
belinusa_ord_00065,belinusa,belinusa_cust_0200,2025-09-23,completed,6056538
belinusa_ord_00071,belinusa,belinusa_cust_0270,2025-09-23,completed,2613590
belinusa_ord_00127,belinusa,belinusa_cust_0288,2025-09-23,completed,16308298
belinusa_ord_00162,belinusa,belinusa_cust_0144,2025-09-23,completed,15287090
belinusa_ord_00170,belinusa,belinusa_cust_0220,2025-09-23,cancelled,247851
belinusa_ord_00190,belinusa,belinusa_cust_0254,2025-09-23,completed,18792227
belinusa_ord_00206,belinusa,belinusa_cust_0455,2025-09-23,cancelled,3090104
belinusa_ord_00235,belinusa,belinusa_cust_0462,2025-09-23,completed,6776295
belinusa_ord_00239,belinusa,belinusa_cust_0324,2025-09-23,completed,3758341
belinusa_ord_00258,belinusa,belinusa_cust_0066,2025-09-23,completed,13394355
belinusa_ord_00260,belinusa,belinusa_cust_0033,2025-09-23,completed,1861550
belinusa_ord_00284,belinusa,belinusa_cust_0190,2025-09-23,completed,20582883
belinusa_ord_00345,belinusa,belinusa_cust_0246,2025-09-23,cancelled,2101779
belinusa_ord_00346,belinusa,belinusa_cust_0169,2025-09-23,completed,7063860
belinusa_ord_00031,belinusa,belinusa_cust_0438,2025-09-24,completed,19352244
belinusa_ord_00032,belinusa,belinusa_cust_0044,2025-09-24,completed,11346225
belinusa_ord_00075,belinusa,belinusa_cust_0480,2025-09-24,cancelled,2162273
belinusa_ord_00108,belinusa,belinusa_cust_0390,2025-09-24,completed,3307251
belinusa_ord_00128,belinusa,belinusa_cust_0166,2025-09-24,completed,3671690
belinusa_ord_00135,belinusa,belinusa_cust_0182,2025-09-24,cancelled,141227
belinusa_ord_00195,belinusa,belinusa_cust_0270,2025-09-24,completed,19984277
belinusa_ord_00237,belinusa,belinusa_cust_0472,2025-09-24,completed,18940956
belinusa_ord_00242,belinusa,belinusa_cust_0432,2025-09-24,cancelled,3887535
belinusa_ord_00326,belinusa,belinusa_cust_0404,2025-09-24,completed,825687
belinusa_ord_00016,belinusa,belinusa_cust_0359,2025-09-25,cancelled,83825
belinusa_ord_00034,belinusa,belinusa_cust_0296,2025-09-25,completed,23312800
belinusa_ord_00049,belinusa,belinusa_cust_0385,2025-09-25,completed,9454278
belinusa_ord_00051,belinusa,belinusa_cust_0111,2025-09-25,completed,12810372
belinusa_ord_00067,belinusa,belinusa_cust_0170,2025-09-25,completed,15111825
belinusa_ord_00069,belinusa,belinusa_cust_0184,2025-09-25,cancelled,3130792
belinusa_ord_00169,belinusa,belinusa_cust_0036,2025-09-25,cancelled,1696233
belinusa_ord_00171,belinusa,belinusa_cust_0121,2025-09-25,completed,5560586
belinusa_ord_00196,belinusa,belinusa_cust_0405,2025-09-25,completed,10451143
belinusa_ord_00197,belinusa,belinusa_cust_0234,2025-09-25,completed,20811709
belinusa_ord_00198,belinusa,belinusa_cust_0448,2025-09-25,cancelled,3573368
belinusa_ord_00248,belinusa,belinusa_cust_0243,2025-09-25,cancelled,1346055
belinusa_ord_00290,belinusa,belinusa_cust_0327,2025-09-25,completed,3726113
belinusa_ord_00344,belinusa,belinusa_cust_0202,2025-09-25,cancelled,2224177
belinusa_ord_00376,belinusa,belinusa_cust_0130,2025-09-25,cancelled,2603320
belinusa_ord_00029,belinusa,belinusa_cust_0278,2025-09-26,completed,11494659
belinusa_ord_00048,belinusa,belinusa_cust_0266,2025-09-26,completed,8657844
belinusa_ord_00068,belinusa,belinusa_cust_0183,2025-09-26,completed,17355468
belinusa_ord_00091,belinusa,belinusa_cust_0456,2025-09-26,completed,29235248
belinusa_ord_00180,belinusa,belinusa_cust_0269,2025-09-26,completed,9194512
belinusa_ord_00200,belinusa,belinusa_cust_0328,2025-09-26,completed,9921149
belinusa_ord_00220,belinusa,belinusa_cust_0062,2025-09-26,completed,8170117
belinusa_ord_00254,belinusa,belinusa_cust_0089,2025-09-26,completed,19855680
belinusa_ord_00285,belinusa,belinusa_cust_0070,2025-09-26,completed,10525669
belinusa_ord_00302,belinusa,belinusa_cust_0410,2025-09-26,cancelled,2900366
belinusa_ord_00309,belinusa,belinusa_cust_0030,2025-09-26,completed,4580262
belinusa_ord_00311,belinusa,belinusa_cust_0426,2025-09-26,completed,3951460
belinusa_ord_00324,belinusa,belinusa_cust_0439,2025-09-26,completed,29059598
belinusa_ord_00017,belinusa,belinusa_cust_0378,2025-09-27,completed,6483708
belinusa_ord_00083,belinusa,belinusa_cust_0004,2025-09-27,cancelled,3417546
