line_id,company_id,order_id,sku,units,line_gmv_idr
bukadagang_item_00068,bukadagang,bukadagang_ord_00031,bukadagang_prod_0014,2,2917620
bukadagang_item_00069,bukadagang,bukadagang_ord_00032,bukadagang_prod_0045,2,2850858
bukadagang_item_00070,bukadagang,bukadagang_ord_00032,bukadagang_prod_0030,4,9146336
bukadagang_item_00071,bukadagang,bukadagang_ord_00032,bukadagang_prod_0042,1,4350994
bukadagang_item_00072,bukadagang,bukadagang_ord_00033,bukadagang_prod_0039,3,802089
bukadagang_item_00073,bukadagang,bukadagang_ord_00033,bukadagang_prod_0043,3,12560928
bukadagang_item_00074,bukadagang,bukadagang_ord_00034,bukadagang_prod_0023,2,527982
bukadagang_item_00075,bukadagang,bukadagang_ord_00034,bukadagang_prod_0023,4,1055964
bukadagang_item_00076,bukadagang,bukadagang_ord_00034,bukadagang_prod_0034,4,8456164
bukadagang_item_00077,bukadagang,bukadagang_ord_00035,bukadagang_prod_0008,4,13639832
bukadagang_item_00078,bukadagang,bukadagang_ord_00035,bukadagang_prod_0033,2,1542940
bukadagang_item_00079,bukadagang,bukadagang_ord_00036,bukadagang_prod_0004,2,4018648
bukadagang_item_00080,bukadagang,bukadagang_ord_00036,bukadagang_prod_0044,3,471177
bukadagang_item_00081,bukadagang,bukadagang_ord_00036,bukadagang_prod_0003,1,1718511
bukadagang_item_00082,bukadagang,bukadagang_ord_00037,bukadagang_prod_0042,3,13052982
bukadagang_item_00083,bukadagang,bukadagang_ord_00037,bukadagang_prod_0016,3,10877385
bukadagang_item_00084,bukadagang,bukadagang_ord_00038,bukadagang_prod_0027,4,15223144
bukadagang_item_00085,bukadagang,bukadagang_ord_00039,bukadagang_prod_0011,2,5007158
bukadagang_item_00086,bukadagang,bukadagang_ord_00039,bukadagang_prod_0040,4,17766948
bukadagang_item_00087,bukadagang,bukadagang_ord_00040,bukadagang_prod_0011,3,7510737
bukadagang_item_00088,bukadagang,bukadagang_ord_00040,bukadagang_prod_0012,1,2934506
bukadagang_item_00089,bukadagang,bukadagang_ord_00040,bukadagang_prod_0030,4,9146336
bukadagang_item_00090,bukadagang,bukadagang_ord_00041,bukadagang_prod_0036,1,1800775
bukadagang_item_00091,bukadagang,bukadagang_ord_00041,bukadagang_prod_0041,1,2792425
bukadagang_item_00092,bukadagang,bukadagang_ord_00041,bukadagang_prod_0025,4,17193744
bukadagang_item_00093,bukadagang,bukadagang_ord_00042,bukadagang_prod_0014,3,4376430
bukadagang_item_00094,bukadagang,bukadagang_ord_00042,bukadagang_prod_0020,4,1847876
bukadagang_item_00095,bukadagang,bukadagang_ord_00043,bukadagang_prod_0037,3,7644459
bukadagang_item_00096,bukadagang,bukadagang_ord_00043,bukadagang_prod_0029,2,4966788
bukadagang_item_00097,bukadagang,bukadagang_ord_00044,bukadagang_prod_0004,4,8037296
bukadagang_item_00098,bukadagang,bukadagang_ord_00044,bukadagang_prod_0016,2,7251590
bukadagang_item_00099,bukadagang,bukadagang_ord_00045,bukadagang_prod_0002,2,1981316
bukadagang_item_00100,bukadagang,bukadagang_ord_00045,bukadagang_prod_0001,1,3624008
bukadagang_item_00101,bukadagang,bukadagang_ord_00046,bukadagang_prod_0006,1,127698
bukadagang_item_00102,bukadagang,bukadagang_ord_00047,bukadagang_prod_0009,1,29846
bukadagang_item_00103,bukadagang,bukadagang_ord_00047,bukadagang_prod_0020,2,138591
bukadagang_item_00104,bukadagang,bukadagang_ord_00048,bukadagang_prod_0022,2,6318614
bukadagang_item_00105,bukadagang,bukadagang_ord_00048,bukadagang_prod_0015,4,6321916
bukadagang_item_00106,bukadagang,bukadagang_ord_00049,bukadagang_prod_0037,4,10192612
bukadagang_item_00107,bukadagang,bukadagang_ord_00049,bukadagang_prod_0023,3,791973
bukadagang_item_00108,bukadagang,bukadagang_ord_00049,bukadagang_prod_0044,4,628236
bukadagang_item_00109,bukadagang,bukadagang_ord_00050,bukadagang_prod_0038,4,892008
bukadagang_item_00110,bukadagang,bukadagang_ord_00050,bukadagang_prod_0023,3,791973
bukadagang_item_00111,bukadagang,bukadagang_ord_00051,bukadagang_prod_0008,4,13639832
bukadagang_item_00112,bukadagang,bukadagang_ord_00051,bukadagang_prod_0035,1,1147506
bukadagang_item_00113,bukadagang,bukadagang_ord_00052,bukadagang_prod_0024,4,9129548
bukadagang_item_00114,bukadagang,bukadagang_ord_00053,bukadagang_prod_0001,1,543601
bukadagang_item_00115,bukadagang,bukadagang_ord_00053,bukadagang_prod_0041,1,418864
bukadagang_item_00116,bukadagang,bukadagang_ord_00053,bukadagang_prod_0015,1,237072
bukadagang_item_00117,bukadagang,bukadagang_ord_00054,bukadagang_prod_0035,2,2295012
bukadagang_item_00118,bukadagang,bukadagang_ord_00055,bukadagang_prod_0034,2,4228082
bukadagang_item_00119,bukadagang,bukadagang_ord_00055,bukadagang_prod_0003,1,1718511
bukadagang_item_00120,bukadagang,bukadagang_ord_00055,bukadagang_prod_0019,1,2738002
bukadagang_item_00121,bukadagang,bukadagang_ord_00056,bukadagang_prod_0026,2,5878950
bukadagang_item_00122,bukadagang,bukadagang_ord_00057,bukadagang_prod_0003,4,6874044
bukadagang_item_00123,bukadagang,bukadagang_ord_00057,bukadagang_prod_0041,1,2792425
bukadagang_item_00124,bukadagang,bukadagang_ord_00058,bukadagang_prod_0037,2,5096306
bukadagang_item_00125,bukadagang,bukadagang_ord_00059,bukadagang_prod_0009,1,29846
bukadagang_item_00126,bukadagang,bukadagang_ord_00060,bukadagang_prod_0007,4,3006888
bukadagang_item_00127,bukadagang,bukadagang_ord_00061,bukadagang_prod_0038,2,446004
bukadagang_item_00128,bukadagang,bukadagang_ord_00062,bukadagang_prod_0001,1,3624008
bukadagang_item_00129,bukadagang,bukadagang_ord_00063,bukadagang_prod_0006,1,127698
bukadagang_item_00130,bukadagang,bukadagang_ord_00063,bukadagang_prod_0018,4,8885920
bukadagang_item_00131,bukadagang,bukadagang_ord_00064,bukadagang_prod_0018,1,2221480
bukadagang_item_00132,bukadagang,bukadagang_ord_00064,bukadagang_prod_0002,2,1981316
bukadagang_item_00133,bukadagang,bukadagang_ord_00064,bukadagang_prod_0028,2,4279158
bukadagang_item_00134,bukadagang,bukadagang_ord_00065,bukadagang_prod_0039,1,267363
bukadagang_item_00135,bukadagang,bukadagang_ord_00065,bukadagang_prod_0019,3,8214006
bukadagang_item_00136,bukadagang,bukadagang_ord_00065,bukadagang_prod_0015,3,4741437
bukadagang_item_00137,bukadagang,bukadagang_ord_00066,bukadagang_prod_0024,3,6847161
bukadagang_item_00138,bukadagang,bukadagang_ord_00066,bukadagang_prod_0027,2,7611572
bukadagang_item_00139,bukadagang,bukadagang_ord_00067,bukadagang_prod_0024,2,684716
bukadagang_item_00140,bukadagang,bukadagang_ord_00067,bukadagang_prod_0012,4,1760704
bukadagang_item_00141,bukadagang,bukadagang_ord_00067,bukadagang_prod_0029,3,1117527
bukadagang_item_00142,bukadagang,bukadagang_ord_00068,bukadagang_prod_0010,3,474946
bukadagang_item_00143,bukadagang,bukadagang_ord_00069,bukadagang_prod_0031,4,2518374
bukadagang_item_00144,bukadagang,bukadagang_ord_00069,bukadagang_prod_0032,4,1172595
bukadagang_item_00145,bukadagang,bukadagang_ord_00069,bukadagang_prod_0019,4,1642801
bukadagang_item_00146,bukadagang,bukadagang_ord_00070,bukadagang_prod_0044,4,628236
bukadagang_item_00147,bukadagang,bukadagang_ord_00070,bukadagang_prod_0011,2,5007158
bukadagang_item_00148,bukadagang,bukadagang_ord_00070,bukadagang_prod_0044,2,314118
bukadagang_item_00149,bukadagang,bukadagang_ord_00071,bukadagang_prod_0035,3,516378
bukadagang_item_00150,bukadagang,bukadagang_ord_00072,bukadagang_prod_0016,1,3625795
bukadagang_item_00151,bukadagang,bukadagang_ord_00073,bukadagang_prod_0045,3,4276287
bukadagang_item_00152,bukadagang,bukadagang_ord_00074,bukadagang_prod_0012,3,8803518
bukadagang_item_00153,bukadagang,bukadagang_ord_00074,bukadagang_prod_0017,4,13781720
bukadagang_item_00154,bukadagang,bukadagang_ord_00074,bukadagang_prod_0032,3,5862975
bukadagang_item_00155,bukadagang,bukadagang_ord_00075,bukadagang_prod_0034,4,8456164
bukadagang_item_00156,bukadagang,bukadagang_ord_00075,bukadagang_prod_0040,1,4441737
bukadagang_item_00157,bukadagang,bukadagang_ord_00075,bukadagang_prod_0045,4,5701716
bukadagang_item_00158,bukadagang,bukadagang_ord_00076,bukadagang_prod_0031,3,12591870
bukadagang_item_00159,bukadagang,bukadagang_ord_00076,bukadagang_prod_0044,3,471177
bukadagang_item_00160,bukadagang,bukadagang_ord_00077,bukadagang_prod_0029,4,1490036
bukadagang_item_00161,bukadagang,bukadagang_ord_00077,bukadagang_prod_0017,1,516815
bukadagang_item_00162,bukadagang,bukadagang_ord_00077,bukadagang_prod_0033,1,115721
bukadagang_item_00163,bukadagang,bukadagang_ord_00078,bukadagang_prod_0003,3,5155533
bukadagang_item_00164,bukadagang,bukadagang_ord_00078,bukadagang_prod_0041,2,5584850
bukadagang_item_00165,bukadagang,bukadagang_ord_00078,bukadagang_prod_0002,4,3962632
bukadagang_item_00166,bukadagang,bukadagang_ord_00079,bukadagang_prod_0044,2,314118
bukadagang_item_00167,bukadagang,bukadagang_ord_00080,bukadagang_prod_0012,1,2934506
bukadagang_item_00168,bukadagang,bukadagang_ord_00080,bukadagang_prod_0037,2,5096306
bukadagang_item_00169,bukadagang,bukadagang_ord_00080,bukadagang_prod_0042,4,17403976
bukadagang_item_00170,bukadagang,bukadagang_ord_00081,bukadagang_prod_0013,4,13935724
bukadagang_item_00171,bukadagang,bukadagang_ord_00082,bukadagang_prod_0028,1,2139579
bukadagang_item_00172,bukadagang,bukadagang_ord_00083,bukadagang_prod_0013,3,1567769
bukadagang_item_00173,bukadagang,bukadagang_ord_00084,bukadagang_prod_0023,1,263991
bukadagang_item_00174,bukadagang,bukadagang_ord_00085,bukadagang_prod_0010,3,3166305
bukadagang_item_00175,bukadagang,bukadagang_ord_00085,bukadagang_prod_0017,4,13781720
bukadagang_item_00176,bukadagang,bukadagang_ord_00085,bukadagang_prod_0041,2,5584850
bukadagang_item_00177,bukadagang,bukadagang_ord_00086,bukadagang_prod_0021,2,6838744
bukadagang_item_00178,bukadagang,bukadagang_ord_00086,bukadagang_prod_0021,2,6838744
bukadagang_item_00179,bukadagang,bukadagang_ord_00086,bukadagang_prod_0028,3,6418737
bukadagang_item_00180,bukadagang,bukadagang_ord_00087,bukadagang_prod_0007,1,751722
bukadagang_item_00181,bukadagang,bukadagang_ord_00087,bukadagang_prod_0010,3,3166305
bukadagang_item_00182,bukadagang,bukadagang_ord_00087,bukadagang_prod_0041,1,2792425
bukadagang_item_00183,bukadagang,bukadagang_ord_00088,bukadagang_prod_0036,4,7203100
bukadagang_item_00184,bukadagang,bukadagang_ord_00088,bukadagang_prod_0028,2,4279158
bukadagang_item_00185,bukadagang,bukadagang_ord_00089,bukadagang_prod_0027,1,3805786
bukadagang_item_00186,bukadagang,bukadagang_ord_00090,bukadagang_prod_0027,1,3805786
bukadagang_item_00187,bukadagang,bukadagang_ord_00090,bukadagang_prod_0021,2,6838744
bukadagang_item_00188,bukadagang,bukadagang_ord_00091,bukadagang_prod_0043,3,12560928
bukadagang_item_00189,bukadagang,bukadagang_ord_00091,bukadagang_prod_0002,4,3962632
bukadagang_item_00190,bukadagang,bukadagang_ord_00091,bukadagang_prod_0007,3,2255166
bukadagang_item_00191,bukadagang,bukadagang_ord_00092,bukadagang_prod_0011,2,5007158
bukadagang_item_00192,bukadagang,bukadagang_ord_00092,bukadagang_prod_0033,2,1542940
bukadagang_item_00193,bukadagang,bukadagang_ord_00093,bukadagang_prod_0030,4,1371950
bukadagang_item_00194,bukadagang,bukadagang_ord_00093,bukadagang_prod_0023,4,158395
bukadagang_item_00195,bukadagang,bukadagang_ord_00093,bukadagang_prod_0014,3,656465
bukadagang_item_00196,bukadagang,bukadagang_ord_00094,bukadagang_prod_0012,3,8803518
bukadagang_item_00197,bukadagang,bukadagang_ord_00094,bukadagang_prod_0038,4,892008
bukadagang_item_00198,bukadagang,bukadagang_ord_00094,bukadagang_prod_0034,1,2114041
bukadagang_item_00199,bukadagang,bukadagang_ord_00095,bukadagang_prod_0012,4,11738024
bukadagang_item_00200,bukadagang,bukadagang_ord_00095,bukadagang_prod_0042,2,8701988
bukadagang_item_00201,bukadagang,bukadagang_ord_00096,bukadagang_prod_0006,3,383094
bukadagang_item_00202,bukadagang,bukadagang_ord_00097,bukadagang_prod_0042,4,17403976
bukadagang_item_00203,bukadagang,bukadagang_ord_00097,bukadagang_prod_0042,1,4350994
bukadagang_item_00204,bukadagang,bukadagang_ord_00097,bukadagang_prod_0025,1,4298436
bukadagang_item_00205,bukadagang,bukadagang_ord_00098,bukadagang_prod_0045,4,5701716
bukadagang_item_00206,bukadagang,bukadagang_ord_00098,bukadagang_prod_0014,2,2917620
bukadagang_item_00207,bukadagang,bukadagang_ord_00099,bukadagang_prod_0011,1,2503579
bukadagang_item_00208,bukadagang,bukadagang_ord_00099,bukadagang_prod_0020,3,1385907
bukadagang_item_00209,bukadagang,bukadagang_ord_00100,bukadagang_prod_0040,3,1998782
bukadagang_item_00210,bukadagang,bukadagang_ord_00100,bukadagang_prod_0044,3,70677
bukadagang_item_00211,bukadagang,bukadagang_ord_00100,bukadagang_prod_0016,1,543869
bukadagang_item_00212,bukadagang,bukadagang_ord_00101,bukadagang_prod_0015,3,4741437
bukadagang_item_00213,bukadagang,bukadagang_ord_00101,bukadagang_prod_0021,2,6838744
bukadagang_item_00214,bukadagang,bukadagang_ord_00101,bukadagang_prod_0031,3,12591870
bukadagang_item_00215,bukadagang,bukadagang_ord_00102,bukadagang_prod_0021,2,1025812
bukadagang_item_00216,bukadagang,bukadagang_ord_00102,bukadagang_prod_0022,1,473896
bukadagang_item_00217,bukadagang,bukadagang_ord_00102,bukadagang_prod_0017,4,2067258
bukadagang_item_00218,bukadagang,bukadagang_ord_00103,bukadagang_prod_0019,4,10952008
bukadagang_item_00219,bukadagang,bukadagang_ord_00104,bukadagang_prod_0043,3,1884139
bukadagang_item_00220,bukadagang,bukadagang_ord_00104,bukadagang_prod_0012,4,1760704
bukadagang_item_00221,bukadagang,bukadagang_ord_00104,bukadagang_prod_0002,2,297197
bukadagang_item_00222,bukadagang,bukadagang_ord_00105,bukadagang_prod_0001,2,7248016
bukadagang_item_00223,bukadagang,bukadagang_ord_00105,bukadagang_prod_0025,3,12895308
bukadagang_item_00224,bukadagang,bukadagang_ord_00106,bukadagang_prod_0025,4,17193744
bukadagang_item_00225,bukadagang,bukadagang_ord_00106,bukadagang_prod_0016,4,14503180
bukadagang_item_00226,bukadagang,bukadagang_ord_00107,bukadagang_prod_0010,3,3166305
bukadagang_item_00227,bukadagang,bukadagang_ord_00108,bukadagang_prod_0045,4,5701716
bukadagang_item_00228,bukadagang,bukadagang_ord_00109,bukadagang_prod_0019,2,5476004
bukadagang_item_00229,bukadagang,bukadagang_ord_00110,bukadagang_prod_0008,3,10229874
bukadagang_item_00230,bukadagang,bukadagang_ord_00111,bukadagang_prod_0002,3,2971974
bukadagang_item_00231,bukadagang,bukadagang_ord_00111,bukadagang_prod_0008,3,10229874
bukadagang_item_00232,bukadagang,bukadagang_ord_00111,bukadagang_prod_0019,2,5476004
bukadagang_item_00233,bukadagang,bukadagang_ord_00112,bukadagang_prod_0025,1,4298436
bukadagang_item_00234,bukadagang,bukadagang_ord_00113,bukadagang_prod_0018,1,2221480
bukadagang_item_00235,bukadagang,bukadagang_ord_00113,bukadagang_prod_0034,3,6342123
bukadagang_item_00236,bukadagang,bukadagang_ord_00114,bukadagang_prod_0004,4,1205594
bukadagang_item_00237,bukadagang,bukadagang_ord_00115,bukadagang_prod_0015,2,3160958
bukadagang_item_00238,bukadagang,bukadagang_ord_00115,bukadagang_prod_0033,2,1542940
bukadagang_item_00239,bukadagang,bukadagang_ord_00115,bukadagang_prod_0035,2,2295012
bukadagang_item_00240,bukadagang,bukadagang_ord_00116,bukadagang_prod_0030,4,9146336
bukadagang_item_00241,bukadagang,bukadagang_ord_00117,bukadagang_prod_0031,1,4197290
bukadagang_item_00242,bukadagang,bukadagang_ord_00118,bukadagang_prod_0005,1,601815
bukadagang_item_00243,bukadagang,bukadagang_ord_00118,bukadagang_prod_0036,1,270116
bukadagang_item_00244,bukadagang,bukadagang_ord_00119,bukadagang_prod_0029,3,7450182
bukadagang_item_00245,bukadagang,bukadagang_ord_00119,bukadagang_prod_0013,3,10451793
bukadagang_item_00246,bukadagang,bukadagang_ord_00120,bukadagang_prod_0024,4,9129548
bukadagang_item_00247,bukadagang,bukadagang_ord_00120,bukadagang_prod_0013,3,10451793
bukadagang_item_00248,bukadagang,bukadagang_ord_00121,bukadagang_prod_0035,2,2295012
bukadagang_item_00249,bukadagang,bukadagang_ord_00122,bukadagang_prod_0015,2,3160958
bukadagang_item_00250,bukadagang,bukadagang_ord_00122,bukadagang_prod_0007,1,751722
bukadagang_item_00251,bukadagang,bukadagang_ord_00122,bukadagang_prod_0002,3,2971974
bukadagang_item_00252,bukadagang,bukadagang_ord_00123,bukadagang_prod_0030,1,2286584
bukadagang_item_00253,bukadagang,bukadagang_ord_00123,bukadagang_prod_0037,3,7644459
bukadagang_item_00254,bukadagang,bukadagang_ord_00123,bukadagang_prod_0039,4,1069452
bukadagang_item_00255,bukadagang,bukadagang_ord_00124,bukadagang_prod_0008,1,3409958
bukadagang_item_00256,bukadagang,bukadagang_ord_00125,bukadagang_prod_0012,2,5869012
bukadagang_item_00257,bukadagang,bukadagang_ord_00126,bukadagang_prod_0017,3,10336290
bukadagang_item_00258,bukadagang,bukadagang_ord_00126,bukadagang_prod_0038,2,446004
bukadagang_item_00259,bukadagang,bukadagang_ord_00126,bukadagang_prod_0024,4,9129548
bukadagang_item_00260,bukadagang,bukadagang_ord_00127,bukadagang_prod_0045,1,1425429
bukadagang_item_00261,bukadagang,bukadagang_ord_00127,bukadagang_prod_0025,4,17193744
bukadagang_item_00262,bukadagang,bukadagang_ord_00128,bukadagang_prod_0014,2,2917620
bukadagang_item_00263,bukadagang,bukadagang_ord_00129,bukadagang_prod_0012,1,2934506
bukadagang_item_00264,bukadagang,bukadagang_ord_00129,bukadagang_prod_0035,3,3442518
bukadagang_item_00265,bukadagang,bukadagang_ord_00130,bukadagang_prod_0042,3,13052982
bukadagang_item_00266,bukadagang,bukadagang_ord_00131,bukadagang_prod_0030,3,1028963
bukadagang_item_00267,bukadagang,bukadagang_ord_00131,bukadagang_prod_0045,3,641443
bukadagang_item_00268,bukadagang,bukadagang_ord_00131,bukadagang_prod_0007,4,451033
bukadagang_item_00269,bukadagang,bukadagang_ord_00132,bukadagang_prod_0029,4,9933576
bukadagang_item_00270,bukadagang,bukadagang_ord_00132,bukadagang_prod_0033,2,1542940
bukadagang_item_00271,bukadagang,bukadagang_ord_00132,bukadagang_prod_0039,3,802089
bukadagang_item_00272,bukadagang,bukadagang_ord_00133,bukadagang_prod_0036,4,1080465
bukadagang_item_00273,bukadagang,bukadagang_ord_00133,bukadagang_prod_0015,3,711216
bukadagang_item_00274,bukadagang,bukadagang_ord_00133,bukadagang_prod_0042,1,652649
bukadagang_item_00275,bukadagang,bukadagang_ord_00134,bukadagang_prod_0002,2,1981316
bukadagang_item_00276,bukadagang,bukadagang_ord_00134,bukadagang_prod_0028,3,6418737
bukadagang_item_00277,bukadagang,bukadagang_ord_00135,bukadagang_prod_0042,4,17403976
bukadagang_item_00278,bukadagang,bukadagang_ord_00136,bukadagang_prod_0001,3,10872024
bukadagang_item_00279,bukadagang,bukadagang_ord_00136,bukadagang_prod_0001,1,3624008
bukadagang_item_00280,bukadagang,bukadagang_ord_00137,bukadagang_prod_0025,2,1289531
bukadagang_item_00281,bukadagang,bukadagang_ord_00137,bukadagang_prod_0040,2,1332521
bukadagang_item_00282,bukadagang,bukadagang_ord_00137,bukadagang_prod_0031,2,1259187
bukadagang_item_00283,bukadagang,bukadagang_ord_00138,bukadagang_prod_0005,4,16048408
bukadagang_item_00284,bukadagang,bukadagang_ord_00138,bukadagang_prod_0034,1,2114041
bukadagang_item_00285,bukadagang,bukadagang_ord_00139,bukadagang_prod_0011,4,10014316
bukadagang_item_00286,bukadagang,bukadagang_ord_00139,bukadagang_prod_0016,2,7251590
bukadagang_item_00287,bukadagang,bukadagang_ord_00140,bukadagang_prod_0043,3,12560928
bukadagang_item_00288,bukadagang,bukadagang_ord_00140,bukadagang_prod_0008,1,3409958
bukadagang_item_00289,bukadagang,bukadagang_ord_00141,bukadagang_prod_0010,2,2110870
bukadagang_item_00290,bukadagang,bukadagang_ord_00142,bukadagang_prod_0040,1,4441737
bukadagang_item_00291,bukadagang,bukadagang_ord_00143,bukadagang_prod_0035,1,1147506
bukadagang_item_00292,bukadagang,bukadagang_ord_00143,bukadagang_prod_0019,2,5476004
bukadagang_item_00293,bukadagang,bukadagang_ord_00143,bukadagang_prod_0014,2,2917620
bukadagang_item_00294,bukadagang,bukadagang_ord_00144,bukadagang_prod_0021,1,3419372
bukadagang_item_00295,bukadagang,bukadagang_ord_00144,bukadagang_prod_0040,4,17766948
bukadagang_item_00296,bukadagang,bukadagang_ord_00145,bukadagang_prod_0029,1,2483394
bukadagang_item_00297,bukadagang,bukadagang_ord_00146,bukadagang_prod_0016,1,543869
bukadagang_item_00298,bukadagang,bukadagang_ord_00146,bukadagang_prod_0016,4,2175477
