seller_id,company_id,seller_name,seller_tier,region,onboarded_at
bukadagang_cust_0021,bukadagang,Toko Gunung Mas 21,Korporasi,Jabodetabek,2024-03-06
bukadagang_cust_0022,bukadagang,UD Anugerah Prima 22,UMKM,Indonesia Timur,2024-01-06
bukadagang_cust_0023,bukadagang,CV Mitra Dagang 23,Menengah,Sumatera,2024-01-26
bukadagang_cust_0024,bukadagang,Warung Mitra Dagang 24,Korporasi,Indonesia Timur,2024-10-26
bukadagang_cust_0025,bukadagang,PT Tekno Rimba 25,Menengah,Jawa,2024-12-21
bukadagang_cust_0026,bukadagang,UD Mitra Dagang 26,Menengah,Jabodetabek,2024-12-14
bukadagang_cust_0027,bukadagang,Warung Tekno Rimba 27,Menengah,Sumatera,2024-12-28
bukadagang_cust_0028,bukadagang,Warung Gunung Mas 28,Menengah,Jawa,2024-06-17
bukadagang_cust_0029,bukadagang,PT Gunung Mas 29,Menengah,Sumatera,2024-03-20
bukadagang_cust_0030,bukadagang,Toko Indah Makmur 30,Korporasi,Jawa,2024-09-23
bukadagang_cust_0031,bukadagang,UD Citra Sejahtera 31,UMKM,Sumatera,2024-06-13
bukadagang_cust_0032,bukadagang,PT Citra Sejahtera 32,Korporasi,Indonesia Timur,2024-12-06
bukadagang_cust_0033,bukadagang,Toko Rasa Nusantara 33,Korporasi,Jawa,2024-08-08
bukadagang_cust_0034,bukadagang,Toko Rumah Nyaman 34,Menengah,Sumatera,2024-03-02
bukadagang_cust_0035,bukadagang,UD Nusantara Digital 35,Korporasi,Jabodetabek,2024-03-08
bukadagang_cust_0036,bukadagang,Toko Anugerah Prima 36,Korporasi,Indonesia Timur,2024-02-27
bukadagang_cust_0037,bukadagang,CV Gunung Mas 37,UMKM,Sumatera,2024-04-24
bukadagang_cust_0038,bukadagang,Toko Rumah Nyaman 38,UMKM,Sumatera,2024-02-06
bukadagang_cust_0039,bukadagang,UD Pangan Sehat 39,UMKM,Sumatera,2024-07-24
bukadagang_cust_0040,bukadagang,PT Nusantara Digital 40,UMKM,Indonesia Timur,2024-03-06
bukadagang_cust_0041,bukadagang,UD Tekno Rimba 41,Korporasi,Sumatera,2024-08-20
bukadagang_cust_0042,bukadagang,Toko Karya Bangsa 42,UMKM,Jabodetabek,2024-04-26
bukadagang_cust_0043,bukadagang,Toko Sumber Rejeki 43,Menengah,Jawa,2024-01-07
bukadagang_cust_0044,bukadagang,PT Laut Biru 44,Korporasi,Sumatera,2024-07-16
bukadagang_cust_0045,bukadagang,Warung Mitra Dagang 45,UMKM,Indonesia Timur,2024-10-19
bukadagang_cust_0046,bukadagang,UD Pangan Sehat 46,UMKM,Jabodetabek,2024-12-26
bukadagang_cust_0047,bukadagang,Warung Berkah Mandiri 47,Korporasi,Jawa,2024-05-07
bukadagang_cust_0048,bukadagang,PT Rumah Nyaman 48,Menengah,Indonesia Timur,2024-06-03
bukadagang_cust_0049,bukadagang,PT Batik Cantik 49,Menengah,Indonesia Timur,2024-06-08
bukadagang_cust_0050,bukadagang,Toko Bumi Lestari 50,Korporasi,Indonesia Timur,2024-05-06
bukadagang_cust_0051,bukadagang,Warung Laut Biru 51,Korporasi,Indonesia Timur,2024-07-11
bukadagang_cust_0052,bukadagang,Toko Berkah Mandiri 52,Korporasi,Jawa,2024-12-20
bukadagang_cust_0053,bukadagang,Warung Citra Sejahtera 53,UMKM,Jawa,2024-01-27
bukadagang_cust_0054,bukadagang,UD Tekno Rimba 54,UMKM,Jawa,2024-04-08
bukadagang_cust_0055,bukadagang,UD Rasa Nusantara 55,Korporasi,Sumatera,2024-10-20
bukadagang_cust_0056,bukadagang,Warung Karya Bangsa 56,Menengah,Sumatera,2024-11-17
bukadagang_cust_0057,bukadagang,CV Sinar Abadi 57,UMKM,Indonesia Timur,2024-11-22
bukadagang_cust_0058,bukadagang,Warung Batik Cantik 58,UMKM,Jabodetabek,2024-09-17
bukadagang_cust_0059,bukadagang,Toko Fashion Lokal 59,UMKM,Jawa,2024-12-23
bukadagang_cust_0060,bukadagang,Warung Berkah Mandiri 60,Korporasi,Jabodetabek,2024-07-11
bukadagang_cust_0061,bukadagang,UD Berkah Mandiri 61,Korporasi,Jawa,2024-01-08
bukadagang_cust_0062,bukadagang,Warung Berkah Mandiri 62,Korporasi,Jabodetabek,2024-02-03
bukadagang_cust_0063,bukadagang,PT Berkah Mandiri 63,UMKM,Jawa,2024-02-06
bukadagang_cust_0064,bukadagang,Toko Fashion Lokal 64,UMKM,Indonesia Timur,2024-06-18
bukadagang_cust_0065,bukadagang,CV Karya Bangsa 65,Menengah,Jabodetabek,2024-05-15
bukadagang_cust_0066,bukadagang,UD Sinar Abadi 66,Menengah,Sumatera,2024-06-11
bukadagang_cust_0067,bukadagang,Toko Bumi Lestari 67,UMKM,Jawa,2024-03-18
bukadagang_cust_0068,bukadagang,Toko Gunung Mas 68,Korporasi,Jabodetabek,2024-02-11
bukadagang_cust_0069,bukadagang,UD Tekno Rimba 69,Menengah,Jabodetabek,2024-08-21
bukadagang_cust_0070,bukadagang,Toko Fashion Lokal 70,Menengah,Jawa,2024-05-23
bukadagang_cust_0071,bukadagang,Warung Fashion Lokal 71,Korporasi,Sumatera,2024-11-20
bukadagang_cust_0072,bukadagang,Warung Sumber Rejeki 72,Menengah,Jabodetabek,2024-09-15
bukadagang_cust_0073,bukadagang,CV Laut Biru 73,Korporasi,Indonesia Timur,2024-01-17
bukadagang_cust_0074,bukadagang,PT Maju Jaya 74,Korporasi,Jawa,2024-01-17
bukadagang_cust_0075,bukadagang,PT Pangan Sehat 75,Korporasi,Sumatera,2024-05-26
bukadagang_cust_0076,bukadagang,Warung Sumber Rejeki 76,UMKM,Jawa,2024-06-09
bukadagang_cust_0077,bukadagang,UD Fashion Lokal 77,Menengah,Indonesia Timur,2024-10-14
bukadagang_cust_0078,bukadagang,CV Indah Makmur 78,Menengah,Jawa,2024-05-13
bukadagang_cust_0079,bukadagang,UD Karya Bangsa 79,UMKM,Sumatera,2024-08-27
bukadagang_cust_0080,bukadagang,UD Indah Makmur 80,Korporasi,Indonesia Timur,2024-07-09
bukadagang_cust_0081,bukadagang,CV Elektronik Ceria 81,UMKM,Jawa,2024-06-13
bukadagang_cust_0082,bukadagang,CV Batik Cantik 82,UMKM,Indonesia Timur,2024-02-22
bukadagang_cust_0083,bukadagang,Toko Maju Jaya 83,UMKM,Indonesia Timur,2024-09-04
bukadagang_cust_0084,bukadagang,UD Sinar Abadi 84,Korporasi,Jawa,2024-07-28
bukadagang_cust_0085,bukadagang,Toko Bumi Lestari 85,Korporasi,Jabodetabek,2024-12-24
bukadagang_cust_0086,bukadagang,Warung Nusantara Digital 86,Korporasi,Jawa,2024-09-14
bukadagang_cust_0087,bukadagang,CV Indah Makmur 87,UMKM,Jabodetabek,2024-08-01
bukadagang_cust_0088,bukadagang,CV Sumber Rejeki 88,Korporasi,Sumatera,2024-01-01
bukadagang_cust_0089,bukadagang,Toko Mitra Dagang 89,UMKM,Jabodetabek,2024-02-15
bukadagang_cust_0090,bukadagang,UD Tekno Rimba 90,Menengah,Indonesia Timur,2024-01-04
bukadagang_cust_0091,bukadagang,Warung Indah Makmur 91,Menengah,Indonesia Timur,2024-03-02
bukadagang_cust_0092,bukadagang,Warung Sumber Rejeki 92,Korporasi,Jabodetabek,2024-05-28
bukadagang_cust_0093,bukadagang,Toko Pangan Sehat 93,UMKM,Indonesia Timur,2024-05-09
bukadagang_cust_0094,bukadagang,UD Rasa Nusantara 94,Korporasi,Indonesia Timur,2024-06-03
bukadagang_cust_0095,bukadagang,Toko Sinar Abadi 95,Menengah,Indonesia Timur,2024-08-01
bukadagang_cust_0096,bukadagang,Toko Laut Biru 96,UMKM,Indonesia Timur,2024-12-25
bukadagang_cust_0097,bukadagang,UD Rasa Nusantara 97,Menengah,Jawa,2024-10-05
bukadagang_cust_0098,bukadagang,PT Sinar Abadi 98,Korporasi,Jawa,2024-04-24
bukadagang_cust_0099,bukadagang,Warung Batik Cantik 99,Korporasi,Jabodetabek,2024-05-09
bukadagang_cust_0100,bukadagang,Warung Indah Makmur 100,Korporasi,Indonesia Timur,2024-01-04
bukadagang_cust_0101,bukadagang,Toko Citra Sejahtera 101,Menengah,Indonesia Timur,2024-07-13
bukadagang_cust_0102,bukadagang,Warung Tekno Rimba 102,UMKM,Indonesia Timur,2024-05-09
bukadagang_cust_0103,bukadagang,UD Nusantara Digital 103,Menengah,Sumatera,2024-05-09
bukadagang_cust_0104,bukadagang,UD Fashion Lokal 104,UMKM,Indonesia Timur,2024-08-02
bukadagang_cust_0105,bukadagang,Toko Rasa Nusantara 105,UMKM,Indonesia Timur,2024-02-19
bukadagang_cust_0106,bukadagang,PT Sumber Rejeki 106,Menengah,Jawa,2024-09-23
bukadagang_cust_0107,bukadagang,CV Sumber Rejeki 107,Korporasi,Jawa,2024-08-21
bukadagang_cust_0108,bukadagang,Warung Tekno Rimba 108,Korporasi,Indonesia Timur,2024-08-07
bukadagang_cust_0109,bukadagang,Toko Anugerah Prima 109,Korporasi,Jawa,2024-04-22
bukadagang_cust_0110,bukadagang,Toko Maju Jaya 110,Korporasi,Indonesia Timur,2024-06-12
bukadagang_cust_0111,bukadagang,Toko Anugerah Prima 111,Menengah,Jabodetabek,2024-09-02
bukadagang_cust_0112,bukadagang,Toko Elektronik Ceria 112,UMKM,Jawa,2024-04-08
bukadagang_cust_0113,bukadagang,UD Bumi Lestari 113,Korporasi,Jabodetabek,2024-12-28
bukadagang_cust_0114,bukadagang,PT Sumber Rejeki 114,Korporasi,Jawa,2024-08-24
bukadagang_cust_0115,bukadagang,UD Gunung Mas 115,Menengah,Jabodetabek,2024-09-23
bukadagang_cust_0116,bukadagang,CV Laut Biru 116,UMKM,Jawa,2024-02-09
bukadagang_cust_0117,bukadagang,CV Indah Makmur 117,UMKM,Indonesia Timur,2024-04-04
bukadagang_cust_0118,bukadagang,Warung Mitra Dagang 118,Korporasi,Jabodetabek,2024-02-13
bukadagang_cust_0119,bukadagang,UD Tekno Rimba 119,Korporasi,Sumatera,2024-08-10
bukadagang_cust_0120,bukadagang,Toko Mitra Dagang 120,Menengah,Jawa,2024-06-01
bukadagang_cust_0121,bukadagang,UD Batik Cantik 121,Menengah,Sumatera,2024-05-24
bukadagang_cust_0122,bukadagang,UD Karya Bangsa 122,Menengah,Sumatera,2024-01-03
bukadagang_cust_0123,bukadagang,Warung Gunung Mas 123,Korporasi,Indonesia Timur,2024-07-20
bukadagang_cust_0124,bukadagang,Warung Rasa Nusantara 124,Korporasi,Jabodetabek,2024-01-17
bukadagang_cust_0125,bukadagang,PT Fashion Lokal 125,Korporasi,Sumatera,2024-09-06
bukadagang_cust_0126,bukadagang,Toko Rumah Nyaman 126,UMKM,Jawa,2024-06-08
bukadagang_cust_0127,bukadagang,Warung Tekno Rimba 127,Korporasi,Jabodetabek,2024-12-24
bukadagang_cust_0128,bukadagang,UD Laut Biru 128,Menengah,Indonesia Timur,2024-05-12
bukadagang_cust_0129,bukadagang,Warung Anugerah Prima 129,UMKM,Jabodetabek,2024-09-22
bukadagang_cust_0130,bukadagang,Toko Citra Sejahtera 130,UMKM,Sumatera,2024-11-10
bukadagang_cust_0131,bukadagang,UD Rasa Nusantara 131,Menengah,Sumatera,2024-02-21
bukadagang_cust_0132,bukadagang,Warung Sinar Abadi 132,Menengah,Sumatera,2024-11-05
bukadagang_cust_0133,bukadagang,Warung Karya Bangsa 133,Korporasi,Indonesia Timur,2024-01-28
bukadagang_cust_0134,bukadagang,Warung Rumah Nyaman 134,Korporasi,Indonesia Timur,2024-11-06
bukadagang_cust_0135,bukadagang,CV Gunung Mas 135,Korporasi,Indonesia Timur,2024-08-18
bukadagang_cust_0136,bukadagang,Warung Fashion Lokal 136,UMKM,Jawa,2024-08-22
bukadagang_cust_0137,bukadagang,Warung Sumber Rejeki 137,UMKM,Jabodetabek,2024-07-09
bukadagang_cust_0138,bukadagang,PT Gunung Mas 138,Korporasi,Jawa,2024-01-23
bukadagang_cust_0139,bukadagang,UD Anugerah Prima 139,Menengah,Jawa,2024-07-01
bukadagang_cust_0140,bukadagang,Warung Laut Biru 140,Korporasi,Indonesia Timur,2024-04-23
bukadagang_cust_0141,bukadagang,Toko Sumber Rejeki 141,Korporasi,Indonesia Timur,2024-05-08
bukadagang_cust_0142,bukadagang,Toko Anugerah Prima 142,Menengah,Sumatera,2024-07-08
bukadagang_cust_0143,bukadagang,Toko Fashion Lokal 143,UMKM,Indonesia Timur,2024-10-12
bukadagang_cust_0144,bukadagang,CV Laut Biru 144,Korporasi,Jabodetabek,2024-01-13
bukadagang_cust_0145,bukadagang,Toko Laut Biru 145,Korporasi,Indonesia Timur,2024-02-21
bukadagang_cust_0146,bukadagang,UD Sinar Abadi 146,Menengah,Jabodetabek,2024-02-26
bukadagang_cust_0147,bukadagang,CV Elektronik Ceria 147,Korporasi,Indonesia Timur,2024-06-14
bukadagang_cust_0148,bukadagang,PT Gunung Mas 148,Korporasi,Sumatera,2024-12-05
bukadagang_cust_0149,bukadagang,CV Tekno Rimba 149,UMKM,Jabodetabek,2024-02-07
bukadagang_cust_0150,bukadagang,Warung Laut Biru 150,Korporasi,Sumatera,2024-12-25
bukadagang_cust_0151,bukadagang,Toko Indah Makmur 151,Korporasi,Jabodetabek,2024-08-14
bukadagang_cust_0152,bukadagang,UD Laut Biru 152,Menengah,Sumatera,2024-07-09
bukadagang_cust_0153,bukadagang,UD Sinar Abadi 153,Menengah,Jabodetabek,2024-03-08
bukadagang_cust_0154,bukadagang,CV Nusantara Digital 154,UMKM,Indonesia Timur,2024-04-24
bukadagang_cust_0155,bukadagang,Toko Batik Cantik 155,UMKM,Jawa,2024-08-20
bukadagang_cust_0156,bukadagang,UD Fashion Lokal 156,Korporasi,Indonesia Timur,2024-04-04
bukadagang_cust_0157,bukadagang,UD Rumah Nyaman 157,UMKM,Indonesia Timur,2024-06-25
bukadagang_cust_0158,bukadagang,UD Mitra Dagang 158,Menengah,Indonesia Timur,2024-07-08
bukadagang_cust_0159,bukadagang,Warung Laut Biru 159,Korporasi,Indonesia Timur,2024-12-19
bukadagang_cust_0160,bukadagang,Warung Maju Jaya 160,UMKM,Jawa,2024-12-16
bukadagang_cust_0161,bukadagang,CV Anugerah Prima 161,Korporasi,Jawa,2024-04-11
bukadagang_cust_0162,bukadagang,UD Sinar Abadi 162,Korporasi,Jawa,2024-11-13
bukadagang_cust_0163,bukadagang,PT Laut Biru 163,UMKM,Indonesia Timur,2024-11-12
bukadagang_cust_0164,bukadagang,Toko Mitra Dagang 164,UMKM,Jawa,2024-10-15
bukadagang_cust_0165,bukadagang,PT Mitra Dagang 165,UMKM,Jawa,2024-03-20
bukadagang_cust_0166,bukadagang,Warung Bumi Lestari 166,Korporasi,Sumatera,2024-08-04
bukadagang_cust_0167,bukadagang,UD Sumber Rejeki 167,UMKM,Indonesia Timur,2024-04-01
bukadagang_cust_0168,bukadagang,CV Anugerah Prima 168,Korporasi,Jawa,2024-01-24
bukadagang_cust_0169,bukadagang,CV Indah Makmur 169,UMKM,Indonesia Timur,2024-05-06
bukadagang_cust_0170,bukadagang,CV Rasa Nusantara 170,Menengah,Jabodetabek,2024-07-11
bukadagang_cust_0171,bukadagang,Toko Elektronik Ceria 171,Menengah,Jabodetabek,2024-09-20
bukadagang_cust_0172,bukadagang,Warung Laut Biru 172,Menengah,Jabodetabek,2024-09-01
bukadagang_cust_0173,bukadagang,UD Nusantara Digital 173,Korporasi,Jawa,2024-08-19
bukadagang_cust_0174,bukadagang,Toko Tekno Rimba 174,Korporasi,Sumatera,2024-04-06
bukadagang_cust_0175,bukadagang,UD Berkah Mandiri 175,Korporasi,Sumatera,2024-04-21
bukadagang_cust_0176,bukadagang,Warung Pangan Sehat 176,UMKM,Jawa,2024-02-15
bukadagang_cust_0177,bukadagang,PT Nusantara Digital 177,Menengah,Sumatera,2024-10-27
bukadagang_cust_0178,bukadagang,UD Citra Sejahtera 178,Menengah,Sumatera,2024-11-18
bukadagang_cust_0179,bukadagang,Toko Elektronik Ceria 179,Menengah,Jabodetabek,2024-08-25
bukadagang_cust_0180,bukadagang,CV Sinar Abadi 180,Korporasi,Indonesia Timur,2024-10-26
bukadagang_cust_0181,bukadagang,UD Bumi Lestari 181,Korporasi,Indonesia Timur,2024-09-21
bukadagang_cust_0182,bukadagang,Toko Elektronik Ceria 182,Korporasi,Jabodetabek,2024-12-27
bukadagang_cust_0183,bukadagang,UD Sumber Rejeki 183,Menengah,Jabodetabek,2024-04-19
bukadagang_cust_0184,bukadagang,CV Rumah Nyaman 184,UMKM,Sumatera,2024-10-22
bukadagang_cust_0185,bukadagang,UD Indah Makmur 185,Menengah,Indonesia Timur,2024-05-11
bukadagang_cust_0186,bukadagang,Toko Citra Sejahtera 186,Korporasi,Sumatera,2024-06-12
bukadagang_cust_0187,bukadagang,Toko Indah Makmur 187,Menengah,Jawa,2024-08-25
bukadagang_cust_0188,bukadagang,Warung Fashion Lokal 188,Menengah,Indonesia Timur,2024-10-20
bukadagang_cust_0189,bukadagang,CV Batik Cantik 189,Menengah,Jabodetabek,2024-08-17
bukadagang_cust_0190,bukadagang,UD Nusantara Digital 190,Korporasi,Jabodetabek,2024-12-06
bukadagang_cust_0191,bukadagang,CV Tekno Rimba 191,UMKM,Jabodetabek,2024-10-07
bukadagang_cust_0192,bukadagang,CV Nusantara Digital 192,Menengah,Jawa,2024-03-05
bukadagang_cust_0193,bukadagang,UD Mitra Dagang 193,Menengah,Sumatera,2024-01-20
bukadagang_cust_0194,bukadagang,PT Rasa Nusantara 194,Korporasi,Sumatera,2024-10-02
bukadagang_cust_0195,bukadagang,CV Fashion Lokal 195,Menengah,Jawa,2024-12-07
bukadagang_cust_0196,bukadagang,PT Bumi Lestari 196,Korporasi,Jabodetabek,2024-06-27
bukadagang_cust_0197,bukadagang,Warung Rumah Nyaman 197,Menengah,Jabodetabek,2024-10-26
bukadagang_cust_0198,bukadagang,Warung Mitra Dagang 198,UMKM,Indonesia Timur,2024-05-21
bukadagang_cust_0199,bukadagang,UD Sumber Rejeki 199,Menengah,Jabodetabek,2024-04-05
bukadagang_cust_0200,bukadagang,Toko Batik Cantik 200,Menengah,Indonesia Timur,2024-05-22
bukadagang_cust_0201,bukadagang,Warung Fashion Lokal 201,UMKM,Jawa,2024-01-05
bukadagang_cust_0202,bukadagang,UD Citra Sejahtera 202,Menengah,Jawa,2024-06-15
bukadagang_cust_0203,bukadagang,PT Nusantara Digital 203,Menengah,Sumatera,2024-07-23
bukadagang_cust_0204,bukadagang,Warung Batik Cantik 204,UMKM,Sumatera,2024-03-03
bukadagang_cust_0205,bukadagang,UD Citra Sejahtera 205,UMKM,Jabodetabek,2024-11-09
bukadagang_cust_0206,bukadagang,Toko Tekno Rimba 206,Menengah,Sumatera,2024-06-27
bukadagang_cust_0207,bukadagang,Toko Berkah Mandiri 207,Korporasi,Jawa,2024-02-25
bukadagang_cust_0208,bukadagang,Toko Rumah Nyaman 208,Menengah,Indonesia Timur,2024-09-14
bukadagang_cust_0209,bukadagang,UD Anugerah Prima 209,Menengah,Jawa,2024-09-14
bukadagang_cust_0210,bukadagang,Toko Anugerah Prima 210,Menengah,Jawa,2024-02-06
bukadagang_cust_0211,bukadagang,PT Maju Jaya 211,Menengah,Jabodetabek,2024-02-25
bukadagang_cust_0212,bukadagang,UD Bumi Lestari 212,Menengah,Sumatera,2024-11-17
bukadagang_cust_0213,bukadagang,PT Sumber Rejeki 213,Menengah,Indonesia Timur,2024-11-07
bukadagang_cust_0214,bukadagang,Warung Elektronik Ceria 214,UMKM,Indonesia Timur,2024-01-13
bukadagang_cust_0215,bukadagang,UD Anugerah Prima 215,UMKM,Jabodetabek,2024-06-01
bukadagang_cust_0216,bukadagang,Toko Maju Jaya 216,Menengah,Indonesia Timur,2024-02-18
bukadagang_cust_0217,bukadagang,PT Indah Makmur 217,Menengah,Sumatera,2024-02-28
bukadagang_cust_0218,bukadagang,CV Batik Cantik 218,UMKM,Jabodetabek,2024-01-21
bukadagang_cust_0219,bukadagang,CV Rumah Nyaman 219,Korporasi,Jabodetabek,2024-04-07
bukadagang_cust_0220,bukadagang,Toko Rasa Nusantara 220,Korporasi,Indonesia Timur,2024-01-02
bukadagang_cust_0221,bukadagang,PT Sumber Rejeki 221,Korporasi,Jawa,2024-10-02
bukadagang_cust_0222,bukadagang,PT Elektronik Ceria 222,Korporasi,Sumatera,2024-05-14
bukadagang_cust_0223,bukadagang,PT Citra Sejahtera 223,UMKM,Jawa,2024-06-01
bukadagang_cust_0224,bukadagang,Toko Rasa Nusantara 224,UMKM,Jabodetabek,2024-11-18
bukadagang_cust_0225,bukadagang,Warung Mitra Dagang 225,Korporasi,Jawa,2024-04-03
bukadagang_cust_0226,bukadagang,Toko Berkah Mandiri 226,UMKM,Jabodetabek,2024-07-24
bukadagang_cust_0227,bukadagang,UD Nusantara Digital 227,UMKM,Sumatera,2024-09-21
bukadagang_cust_0228,bukadagang,Warung Rumah Nyaman 228,Korporasi,Jawa,2024-03-12
bukadagang_cust_0229,bukadagang,Toko Rumah Nyaman 229,UMKM,Indonesia Timur,2024-10-07
bukadagang_cust_0230,bukadagang,UD Sumber Rejeki 230,UMKM,Jabodetabek,2024-11-04
bukadagang_cust_0231,bukadagang,UD Nusantara Digital 231,Menengah,Jawa,2024-08-10
bukadagang_cust_0232,bukadagang,PT Fashion Lokal 232,UMKM,Sumatera,2024-06-28
bukadagang_cust_0233,bukadagang,Toko Rumah Nyaman 233,UMKM,Indonesia Timur,2024-11-05
bukadagang_cust_0234,bukadagang,UD Berkah Mandiri 234,Menengah,Sumatera,2024-04-16
bukadagang_cust_0235,bukadagang,PT Batik Cantik 235,UMKM,Jabodetabek,2024-01-24
bukadagang_cust_0236,bukadagang,Toko Berkah Mandiri 236,Korporasi,Indonesia Timur,2024-11-25
bukadagang_cust_0237,bukadagang,Toko Mitra Dagang 237,Menengah,Jawa,2024-04-28
bukadagang_cust_0238,bukadagang,UD Anugerah Prima 238,UMKM,Indonesia Timur,2024-04-23
bukadagang_cust_0239,bukadagang,PT Elektronik Ceria 239,UMKM,Jawa,2024-05-28
bukadagang_cust_0240,bukadagang,UD Batik Cantik 240,UMKM,Indonesia Timur,2024-02-08
bukadagang_cust_0241,bukadagang,Toko Bumi Lestari 241,Menengah,Indonesia Timur,2024-01-25
bukadagang_cust_0242,bukadagang,PT Indah Makmur 242,Menengah,Indonesia Timur,2024-01-10
bukadagang_cust_0243,bukadagang,Toko Gunung Mas 243,Korporasi,Jawa,2024-04-10
bukadagang_cust_0244,bukadagang,CV Fashion Lokal 244,Menengah,Sumatera,2024-02-14
bukadagang_cust_0245,bukadagang,UD Anugerah Prima 245,Korporasi,Jawa,2024-02-28
bukadagang_cust_0246,bukadagang,UD Maju Jaya 246,UMKM,Sumatera,2024-05-03
bukadagang_cust_0247,bukadagang,PT Karya Bangsa 247,UMKM,Sumatera,2024-05-23
bukadagang_cust_0248,bukadagang,PT Fashion Lokal 248,UMKM,Indonesia Timur,2024-04-23
bukadagang_cust_0249,bukadagang,Toko Elektronik Ceria 249,Korporasi,Indonesia Timur,2024-08-18
bukadagang_cust_0250,bukadagang,Toko Batik Cantik 250,Menengah,Indonesia Timur,2024-08-12
bukadagang_cust_0251,bukadagang,Warung Mitra Dagang 251,UMKM,Jabodetabek,2024-06-15
bukadagang_cust_0252,bukadagang,CV Rasa Nusantara 252,Menengah,Jabodetabek,2024-09-18
bukadagang_cust_0253,bukadagang,UD Mitra Dagang 253,Korporasi,Sumatera,2024-05-25
bukadagang_cust_0254,bukadagang,UD Bumi Lestari 254,Korporasi,Jabodetabek,2024-07-12
bukadagang_cust_0255,bukadagang,Toko Gunung Mas 255,UMKM,Jabodetabek,2024-11-23
bukadagang_cust_0256,bukadagang,CV Rasa Nusantara 256,UMKM,Indonesia Timur,2024-02-14
bukadagang_cust_0257,bukadagang,UD Nusantara Digital 257,Korporasi,Indonesia Timur,2024-12-09
bukadagang_cust_0258,bukadagang,Toko Rumah Nyaman 258,UMKM,Indonesia Timur,2024-12-24
bukadagang_cust_0259,bukadagang,Toko Sumber Rejeki 259,Korporasi,Sumatera,2024-03-24
bukadagang_cust_0260,bukadagang,UD Mitra Dagang 260,UMKM,Sumatera,2024-09-18
bukadagang_cust_0261,bukadagang,PT Citra Sejahtera 261,Menengah,Jabodetabek,2024-07-07
bukadagang_cust_0262,bukadagang,Warung Sinar Abadi 262,Menengah,Jabodetabek,2024-04-21
bukadagang_cust_0263,bukadagang,UD Nusantara Digital 263,UMKM,Jabodetabek,2024-11-28
bukadagang_cust_0264,bukadagang,UD Pangan Sehat 264,Korporasi,Jabodetabek,2024-12-19
bukadagang_cust_0265,bukadagang,Toko Fashion Lokal 265,Menengah,Sumatera,2024-12-10
bukadagang_cust_0266,bukadagang,Toko Sumber Rejeki 266,UMKM,Jabodetabek,2024-03-12
bukadagang_cust_0267,bukadagang,UD Pangan Sehat 267,UMKM,Indonesia Timur,2024-03-16
bukadagang_cust_0268,bukadagang,PT Batik Cantik 268,Menengah,Jawa,2024-11-05
bukadagang_cust_0269,bukadagang,PT Karya Bangsa 269,Menengah,Jabodetabek,2024-01-04
bukadagang_cust_0270,bukadagang,CV Laut Biru 270,UMKM,Jabodetabek,2024-06-16
bukadagang_cust_0271,bukadagang,PT Rumah Nyaman 271,Menengah,Indonesia Timur,2024-02-28
bukadagang_cust_0272,bukadagang,UD Maju Jaya 272,UMKM,Jawa,2024-04-26
bukadagang_cust_0273,bukadagang,PT Elektronik Ceria 273,Korporasi,Jabodetabek,2024-04-15
