order_id,company_id,seller_id,order_date,fulfillment_status,gmv_idr
tokoraya_ord_00395,tokoraya,tokoraya_cust_0074,2025-09-05,completed,10073034
tokoraya_ord_00402,tokoraya,tokoraya_cust_0268,2025-09-05,completed,4810638
tokoraya_ord_00008,tokoraya,tokoraya_cust_0419,2025-09-06,completed,10626624
tokoraya_ord_00073,tokoraya,tokoraya_cust_0194,2025-09-06,completed,11165091
tokoraya_ord_00179,tokoraya,tokoraya_cust_0428,2025-09-06,completed,660969
tokoraya_ord_00191,tokoraya,tokoraya_cust_0219,2025-09-06,completed,2015058
tokoraya_ord_00196,tokoraya,tokoraya_cust_0191,2025-09-06,completed,11378612
tokoraya_ord_00197,tokoraya,tokoraya_cust_0382,2025-09-06,completed,6370172
tokoraya_ord_00226,tokoraya,tokoraya_cust_0040,2025-09-06,completed,9297204
tokoraya_ord_00273,tokoraya,tokoraya_cust_0336,2025-09-06,completed,6692124
tokoraya_ord_00290,tokoraya,tokoraya_cust_0189,2025-09-06,cancelled,1831277
tokoraya_ord_00413,tokoraya,tokoraya_cust_0287,2025-09-06,completed,19213368
tokoraya_ord_00040,tokoraya,tokoraya_cust_0416,2025-09-07,completed,20895768
tokoraya_ord_00063,tokoraya,tokoraya_cust_0493,2025-09-07,completed,17260018
tokoraya_ord_00092,tokoraya,tokoraya_cust_0279,2025-09-07,completed,38034300
tokoraya_ord_00105,tokoraya,tokoraya_cust_0377,2025-09-07,completed,8515209
tokoraya_ord_00119,tokoraya,tokoraya_cust_0266,2025-09-07,completed,6276823
tokoraya_ord_00178,tokoraya,tokoraya_cust_0326,2025-09-07,completed,5837554
tokoraya_ord_00216,tokoraya,tokoraya_cust_0068,2025-09-07,completed,12717852
tokoraya_ord_00278,tokoraya,tokoraya_cust_0059,2025-09-07,completed,28806486
tokoraya_ord_00291,tokoraya,tokoraya_cust_0119,2025-09-07,completed,21477123
tokoraya_ord_00342,tokoraya,tokoraya_cust_0475,2025-09-07,completed,10024637
tokoraya_ord_00350,tokoraya,tokoraya_cust_0295,2025-09-07,completed,7127848
tokoraya_ord_00379,tokoraya,tokoraya_cust_0222,2025-09-07,completed,4192466
tokoraya_ord_00398,tokoraya,tokoraya_cust_0177,2025-09-07,completed,14786133
tokoraya_ord_00409,tokoraya,tokoraya_cust_0499,2025-09-07,cancelled,703963
tokoraya_ord_00009,tokoraya,tokoraya_cust_0443,2025-09-08,cancelled,514272
tokoraya_ord_00031,tokoraya,tokoraya_cust_0053,2025-09-08,completed,16048452
tokoraya_ord_00127,tokoraya,tokoraya_cust_0200,2025-09-08,completed,4037118
tokoraya_ord_00218,tokoraya,tokoraya_cust_0057,2025-09-08,completed,15941572
tokoraya_ord_00269,tokoraya,tokoraya_cust_0489,2025-09-08,completed,30451089
tokoraya_ord_00274,tokoraya,tokoraya_cust_0118,2025-09-08,completed,6225735
tokoraya_ord_00296,tokoraya,tokoraya_cust_0462,2025-09-08,completed,11094491
tokoraya_ord_00328,tokoraya,tokoraya_cust_0006,2025-09-08,completed,13562535
tokoraya_ord_00360,tokoraya,tokoraya_cust_0348,2025-09-08,completed,12770634
tokoraya_ord_00367,tokoraya,tokoraya_cust_0125,2025-09-08,completed,2518122
tokoraya_ord_00386,tokoraya,tokoraya_cust_0228,2025-09-08,completed,10803369
tokoraya_ord_00410,tokoraya,tokoraya_cust_0251,2025-09-08,completed,7103528
tokoraya_ord_00010,tokoraya,tokoraya_cust_0282,2025-09-09,completed,16058803
tokoraya_ord_00027,tokoraya,tokoraya_cust_0443,2025-09-09,cancelled,1636535
tokoraya_ord_00036,tokoraya,tokoraya_cust_0291,2025-09-09,cancelled,1154323
tokoraya_ord_00082,tokoraya,tokoraya_cust_0155,2025-09-09,completed,15941572
tokoraya_ord_00122,tokoraya,tokoraya_cust_0319,2025-09-09,completed,12061050
tokoraya_ord_00163,tokoraya,tokoraya_cust_0275,2025-09-09,completed,14141308
tokoraya_ord_00253,tokoraya,tokoraya_cust_0036,2025-09-09,completed,4676112
tokoraya_ord_00254,tokoraya,tokoraya_cust_0180,2025-09-09,completed,13143790
tokoraya_ord_00261,tokoraya,tokoraya_cust_0495,2025-09-09,completed,13430712
tokoraya_ord_00271,tokoraya,tokoraya_cust_0403,2025-09-09,completed,23737805
tokoraya_ord_00301,tokoraya,tokoraya_cust_0281,2025-09-09,completed,13409884
tokoraya_ord_00323,tokoraya,tokoraya_cust_0474,2025-09-09,completed,19399420
tokoraya_ord_00325,tokoraya,tokoraya_cust_0405,2025-09-09,completed,13935644
tokoraya_ord_00020,tokoraya,tokoraya_cust_0422,2025-09-10,completed,916782
tokoraya_ord_00023,tokoraya,tokoraya_cust_0002,2025-09-10,completed,4770882
tokoraya_ord_00074,tokoraya,tokoraya_cust_0151,2025-09-10,completed,5731087
tokoraya_ord_00078,tokoraya,tokoraya_cust_0033,2025-09-10,completed,4344010
tokoraya_ord_00083,tokoraya,tokoraya_cust_0077,2025-09-10,completed,15437921
tokoraya_ord_00090,tokoraya,tokoraya_cust_0329,2025-09-10,completed,17723909
tokoraya_ord_00098,tokoraya,tokoraya_cust_0053,2025-09-10,cancelled,1047379
tokoraya_ord_00189,tokoraya,tokoraya_cust_0402,2025-09-10,cancelled,781678
tokoraya_ord_00209,tokoraya,tokoraya_cust_0069,2025-09-10,completed,13430712
tokoraya_ord_00232,tokoraya,tokoraya_cust_0037,2025-09-10,completed,13356599
tokoraya_ord_00302,tokoraya,tokoraya_cust_0038,2025-09-10,completed,5401216
tokoraya_ord_00318,tokoraya,tokoraya_cust_0415,2025-09-10,completed,14904158
tokoraya_ord_00322,tokoraya,tokoraya_cust_0377,2025-09-10,completed,1415097
tokoraya_ord_00361,tokoraya,tokoraya_cust_0160,2025-09-10,completed,9303856
tokoraya_ord_00373,tokoraya,tokoraya_cust_0179,2025-09-10,cancelled,1424223
tokoraya_ord_00381,tokoraya,tokoraya_cust_0355,2025-09-10,completed,8526042
tokoraya_ord_00002,tokoraya,tokoraya_cust_0400,2025-09-11,completed,10073034
tokoraya_ord_00004,tokoraya,tokoraya_cust_0152,2025-09-11,completed,12717852
tokoraya_ord_00011,tokoraya,tokoraya_cust_0172,2025-09-11,completed,7954364
tokoraya_ord_00067,tokoraya,tokoraya_cust_0492,2025-09-11,completed,5712928
tokoraya_ord_00071,tokoraya,tokoraya_cust_0103,2025-09-11,completed,14726806
tokoraya_ord_00162,tokoraya,tokoraya_cust_0499,2025-09-11,completed,2324301
tokoraya_ord_00185,tokoraya,tokoraya_cust_0340,2025-09-11,completed,18111980
tokoraya_ord_00201,tokoraya,tokoraya_cust_0083,2025-09-11,cancelled,91678
tokoraya_ord_00202,tokoraya,tokoraya_cust_0123,2025-09-11,completed,3989332
tokoraya_ord_00213,tokoraya,tokoraya_cust_0030,2025-09-11,cancelled,933415
tokoraya_ord_00304,tokoraya,tokoraya_cust_0336,2025-09-11,completed,13706202
tokoraya_ord_00326,tokoraya,tokoraya_cust_0426,2025-09-11,completed,9951209
tokoraya_ord_00335,tokoraya,tokoraya_cust_0177,2025-09-11,completed,7541924
tokoraya_ord_00387,tokoraya,tokoraya_cust_0299,2025-09-11,completed,12441349
tokoraya_ord_00390,tokoraya,tokoraya_cust_0426,2025-09-11,completed,16582538
tokoraya_ord_00006,tokoraya,tokoraya_cust_0470,2025-09-12,completed,17573538
tokoraya_ord_00118,tokoraya,tokoraya_cust_0007,2025-09-12,completed,16425398
tokoraya_ord_00165,tokoraya,tokoraya_cust_0314,2025-09-12,cancelled,318452
tokoraya_ord_00184,tokoraya,tokoraya_cust_0102,2025-09-12,completed,2756078
tokoraya_ord_00228,tokoraya,tokoraya_cust_0482,2025-09-12,cancelled,1617042
tokoraya_ord_00238,tokoraya,tokoraya_cust_0195,2025-09-12,completed,4733919
tokoraya_ord_00283,tokoraya,tokoraya_cust_0149,2025-09-12,completed,3049459
tokoraya_ord_00287,tokoraya,tokoraya_cust_0423,2025-09-12,completed,12026509
tokoraya_ord_00299,tokoraya,tokoraya_cust_0162,2025-09-12,completed,3749688
tokoraya_ord_00316,tokoraya,tokoraya_cust_0234,2025-09-12,completed,2546245
tokoraya_ord_00392,tokoraya,tokoraya_cust_0449,2025-09-12,completed,2838403
tokoraya_ord_00048,tokoraya,tokoraya_cust_0407,2025-09-13,cancelled,697881
tokoraya_ord_00050,tokoraya,tokoraya_cust_0138,2025-09-13,completed,18195144
tokoraya_ord_00055,tokoraya,tokoraya_cust_0410,2025-09-13,completed,14826076
tokoraya_ord_00077,tokoraya,tokoraya_cust_0159,2025-09-13,completed,3357496
tokoraya_ord_00094,tokoraya,tokoraya_cust_0070,2025-09-13,completed,6655280
tokoraya_ord_00141,tokoraya,tokoraya_cust_0198,2025-09-13,completed,17208450
tokoraya_ord_00161,tokoraya,tokoraya_cust_0078,2025-09-13,completed,7531804
tokoraya_ord_00176,tokoraya,tokoraya_cust_0303,2025-09-13,completed,3357496
tokoraya_ord_00222,tokoraya,tokoraya_cust_0205,2025-09-13,cancelled,1397791
tokoraya_ord_00258,tokoraya,tokoraya_cust_0002,2025-09-13,completed,2776971
tokoraya_ord_00344,tokoraya,tokoraya_cust_0270,2025-09-13,completed,943398
tokoraya_ord_00349,tokoraya,tokoraya_cust_0025,2025-09-13,completed,12740344
tokoraya_ord_00351,tokoraya,tokoraya_cust_0452,2025-09-13,completed,10853216
tokoraya_ord_00354,tokoraya,tokoraya_cust_0165,2025-09-13,completed,9480679
tokoraya_ord_00357,tokoraya,tokoraya_cust_0248,2025-09-13,completed,9059272
tokoraya_ord_00047,tokoraya,tokoraya_cust_0455,2025-09-14,completed,2406210
tokoraya_ord_00054,tokoraya,tokoraya_cust_0098,2025-09-14,completed,18342384
tokoraya_ord_00112,tokoraya,tokoraya_cust_0208,2025-09-14,completed,3985393
tokoraya_ord_00115,tokoraya,tokoraya_cust_0210,2025-09-14,completed,10626624
tokoraya_ord_00150,tokoraya,tokoraya_cust_0048,2025-09-14,cancelled,1759467
tokoraya_ord_00175,tokoraya,tokoraya_cust_0364,2025-09-14,completed,7551577
tokoraya_ord_00177,tokoraya,tokoraya_cust_0391,2025-09-14,cancelled,293542
tokoraya_ord_00276,tokoraya,tokoraya_cust_0116,2025-09-14,completed,2266519
tokoraya_ord_00017,tokoraya,tokoraya_cust_0121,2025-09-15,completed,21189680
tokoraya_ord_00029,tokoraya,tokoraya_cust_0301,2025-09-15,completed,6057327
tokoraya_ord_00032,tokoraya,tokoraya_cust_0341,2025-09-15,completed,7618446
tokoraya_ord_00079,tokoraya,tokoraya_cust_0439,2025-09-15,completed,7335262
tokoraya_ord_00156,tokoraya,tokoraya_cust_0487,2025-09-15,completed,14087325
tokoraya_ord_00167,tokoraya,tokoraya_cust_0232,2025-09-15,completed,12626165
tokoraya_ord_00182,tokoraya,tokoraya_cust_0488,2025-09-15,cancelled,160139
tokoraya_ord_00241,tokoraya,tokoraya_cust_0085,2025-09-15,cancelled,856939
tokoraya_ord_00245,tokoraya,tokoraya_cust_0447,2025-09-15,cancelled,1311547
tokoraya_ord_00251,tokoraya,tokoraya_cust_0450,2025-09-15,completed,10952178
tokoraya_ord_00319,tokoraya,tokoraya_cust_0280,2025-09-15,cancelled,377718
tokoraya_ord_00358,tokoraya,tokoraya_cust_0343,2025-09-15,completed,12196046
tokoraya_ord_00389,tokoraya,tokoraya_cust_0100,2025-09-15,completed,621893
tokoraya_ord_00391,tokoraya,tokoraya_cust_0063,2025-09-15,completed,6944381
tokoraya_ord_00003,tokoraya,tokoraya_cust_0223,2025-09-16,completed,1801454
tokoraya_ord_00033,tokoraya,tokoraya_cust_0240,2025-09-16,completed,8587693
tokoraya_ord_00113,tokoraya,tokoraya_cust_0423,2025-09-16,completed,943398
tokoraya_ord_00116,tokoraya,tokoraya_cust_0479,2025-09-16,completed,7446376
tokoraya_ord_00137,tokoraya,tokoraya_cust_0491,2025-09-16,completed,1611056
tokoraya_ord_00146,tokoraya,tokoraya_cust_0059,2025-09-16,completed,3362560
tokoraya_ord_00169,tokoraya,tokoraya_cust_0049,2025-09-16,cancelled,2362601
tokoraya_ord_00174,tokoraya,tokoraya_cust_0397,2025-09-16,completed,23407514
tokoraya_ord_00190,tokoraya,tokoraya_cust_0111,2025-09-16,completed,5067354
tokoraya_ord_00260,tokoraya,tokoraya_cust_0331,2025-09-16,completed,7366597
tokoraya_ord_00307,tokoraya,tokoraya_cust_0479,2025-09-16,cancelled,562453
tokoraya_ord_00311,tokoraya,tokoraya_cust_0101,2025-09-16,completed,10012689
tokoraya_ord_00339,tokoraya,tokoraya_cust_0359,2025-09-16,completed,5624532
tokoraya_ord_00369,tokoraya,tokoraya_cust_0141,2025-09-16,completed,14403359
tokoraya_ord_00403,tokoraya,tokoraya_cust_0057,2025-09-16,completed,10408204
tokoraya_ord_00015,tokoraya,tokoraya_cust_0122,2025-09-17,cancelled,901121
tokoraya_ord_00019,tokoraya,tokoraya_cust_0482,2025-09-17,completed,14145812
tokoraya_ord_00042,tokoraya,tokoraya_cust_0181,2025-09-17,completed,3820176
tokoraya_ord_00096,tokoraya,tokoraya_cust_0292,2025-09-17,completed,4648602
tokoraya_ord_00155,tokoraya,tokoraya_cust_0249,2025-09-17,cancelled,2702934
tokoraya_ord_00183,tokoraya,tokoraya_cust_0004,2025-09-17,completed,9906528
tokoraya_ord_00199,tokoraya,tokoraya_cust_0023,2025-09-17,cancelled,2291377
tokoraya_ord_00229,tokoraya,tokoraya_cust_0288,2025-09-17,completed,2595699
tokoraya_ord_00275,tokoraya,tokoraya_cust_0241,2025-09-17,completed,2249547
tokoraya_ord_00303,tokoraya,tokoraya_cust_0460,2025-09-17,completed,6756472
tokoraya_ord_00329,tokoraya,tokoraya_cust_0299,2025-09-17,completed,2325964
tokoraya_ord_00388,tokoraya,tokoraya_cust_0022,2025-09-17,cancelled,2383274
tokoraya_ord_00412,tokoraya,tokoraya_cust_0494,2025-09-17,completed,9183747
tokoraya_ord_00057,tokoraya,tokoraya_cust_0466,2025-09-18,completed,14942829
tokoraya_ord_00061,tokoraya,tokoraya_cust_0103,2025-09-18,completed,698146
tokoraya_ord_00093,tokoraya,tokoraya_cust_0433,2025-09-18,completed,2518122
tokoraya_ord_00099,tokoraya,tokoraya_cust_0031,2025-09-18,cancelled,2585318
tokoraya_ord_00102,tokoraya,tokoraya_cust_0460,2025-09-18,cancelled,2741668
tokoraya_ord_00142,tokoraya,tokoraya_cust_0277,2025-09-18,completed,12632608
tokoraya_ord_00200,tokoraya,tokoraya_cust_0445,2025-09-18,completed,17376040
tokoraya_ord_00208,tokoraya,tokoraya_cust_0286,2025-09-18,completed,10382796
tokoraya_ord_00244,tokoraya,tokoraya_cust_0083,2025-09-18,cancelled,1079592
tokoraya_ord_00309,tokoraya,tokoraya_cust_0077,2025-09-18,completed,1891749
tokoraya_ord_00352,tokoraya,tokoraya_cust_0013,2025-09-18,completed,4535257
tokoraya_ord_00378,tokoraya,tokoraya_cust_0275,2025-09-18,completed,6528948
tokoraya_ord_00068,tokoraya,tokoraya_cust_0370,2025-09-19,completed,6305675
tokoraya_ord_00072,tokoraya,tokoraya_cust_0085,2025-09-19,completed,10803369
tokoraya_ord_00120,tokoraya,tokoraya_cust_0489,2025-09-19,completed,4663756
tokoraya_ord_00157,tokoraya,tokoraya_cust_0311,2025-09-19,completed,805528
tokoraya_ord_00170,tokoraya,tokoraya_cust_0117,2025-09-19,completed,786374
tokoraya_ord_00198,tokoraya,tokoraya_cust_0212,2025-09-19,completed,14936434
tokoraya_ord_00266,tokoraya,tokoraya_cust_0263,2025-09-19,completed,8730735
tokoraya_ord_00280,tokoraya,tokoraya_cust_0155,2025-09-19,completed,2458946
tokoraya_ord_00285,tokoraya,tokoraya_cust_0411,2025-09-19,cancelled,1013738
tokoraya_ord_00293,tokoraya,tokoraya_cust_0155,2025-09-19,cancelled,755464
tokoraya_ord_00327,tokoraya,tokoraya_cust_0495,2025-09-19,completed,19977289
tokoraya_ord_00371,tokoraya,tokoraya_cust_0161,2025-09-19,completed,3250477
tokoraya_ord_00374,tokoraya,tokoraya_cust_0067,2025-09-19,completed,17490157
tokoraya_ord_00393,tokoraya,tokoraya_cust_0049,2025-09-19,completed,7548632
tokoraya_ord_00397,tokoraya,tokoraya_cust_0208,2025-09-19,completed,12976587
tokoraya_ord_00034,tokoraya,tokoraya_cust_0218,2025-09-20,completed,6784841
tokoraya_ord_00058,tokoraya,tokoraya_cust_0289,2025-09-20,completed,6500954
tokoraya_ord_00076,tokoraya,tokoraya_cust_0390,2025-09-20,completed,17038778
tokoraya_ord_00084,tokoraya,tokoraya_cust_0074,2025-09-20,completed,15379908
tokoraya_ord_00085,tokoraya,tokoraya_cust_0264,2025-09-20,completed,5250052
tokoraya_ord_00224,tokoraya,tokoraya_cust_0378,2025-09-20,cancelled,563097
tokoraya_ord_00255,tokoraya,tokoraya_cust_0217,2025-09-20,cancelled,1435824
tokoraya_ord_00298,tokoraya,tokoraya_cust_0196,2025-09-20,completed,5553942
tokoraya_ord_00331,tokoraya,tokoraya_cust_0419,2025-09-20,completed,9418650
tokoraya_ord_00343,tokoraya,tokoraya_cust_0240,2025-09-20,completed,7369465
tokoraya_ord_00355,tokoraya,tokoraya_cust_0426,2025-09-20,completed,9437409
tokoraya_ord_00365,tokoraya,tokoraya_cust_0089,2025-09-20,completed,7670180
tokoraya_ord_00383,tokoraya,tokoraya_cust_0393,2025-09-20,completed,10366362
tokoraya_ord_00384,tokoraya,tokoraya_cust_0051,2025-09-20,completed,10642570
tokoraya_ord_00404,tokoraya,tokoraya_cust_0426,2025-09-20,completed,12972108
tokoraya_ord_00014,tokoraya,tokoraya_cust_0422,2025-09-21,completed,12392162
tokoraya_ord_00039,tokoraya,tokoraya_cust_0140,2025-09-21,completed,5372079
tokoraya_ord_00041,tokoraya,tokoraya_cust_0290,2025-09-21,completed,7566996
tokoraya_ord_00044,tokoraya,tokoraya_cust_0284,2025-09-21,completed,21306188
tokoraya_ord_00060,tokoraya,tokoraya_cust_0258,2025-09-21,cancelled,454450
tokoraya_ord_00069,tokoraya,tokoraya_cust_0126,2025-09-21,cancelled,1046509
tokoraya_ord_00070,tokoraya,tokoraya_cust_0091,2025-09-21,completed,7969968
tokoraya_ord_00101,tokoraya,tokoraya_cust_0245,2025-09-21,completed,2518122
tokoraya_ord_00107,tokoraya,tokoraya_cust_0145,2025-09-21,completed,9483161
tokoraya_ord_00138,tokoraya,tokoraya_cust_0473,2025-09-21,completed,10715650
tokoraya_ord_00145,tokoraya,tokoraya_cust_0225,2025-09-21,completed,355864
tokoraya_ord_00147,tokoraya,tokoraya_cust_0070,2025-09-21,completed,17174894
tokoraya_ord_00153,tokoraya,tokoraya_cust_0014,2025-09-21,completed,6188599
tokoraya_ord_00187,tokoraya,tokoraya_cust_0204,2025-09-21,completed,1396292
tokoraya_ord_00188,tokoraya,tokoraya_cust_0450,2025-09-21,cancelled,4247042
tokoraya_ord_00217,tokoraya,tokoraya_cust_0040,2025-09-21,completed,3826596
tokoraya_ord_00237,tokoraya,tokoraya_cust_0271,2025-09-21,completed,1509428
tokoraya_ord_00242,tokoraya,tokoraya_cust_0313,2025-09-21,completed,4030116
tokoraya_ord_00268,tokoraya,tokoraya_cust_0367,2025-09-21,completed,5553942
tokoraya_ord_00292,tokoraya,tokoraya_cust_0075,2025-09-21,cancelled,2012639
tokoraya_ord_00380,tokoraya,tokoraya_cust_0249,2025-09-21,completed,3250477
tokoraya_ord_00394,tokoraya,tokoraya_cust_0261,2025-09-21,completed,7202246
tokoraya_ord_00005,tokoraya,tokoraya_cust_0253,2025-09-22,completed,12998604
tokoraya_ord_00007,tokoraya,tokoraya_cust_0210,2025-09-22,completed,8882616
tokoraya_ord_00028,tokoraya,tokoraya_cust_0446,2025-09-22,completed,5049649
tokoraya_ord_00043,tokoraya,tokoraya_cust_0160,2025-09-22,cancelled,862761
tokoraya_ord_00056,tokoraya,tokoraya_cust_0049,2025-09-22,cancelled,2470997
tokoraya_ord_00088,tokoraya,tokoraya_cust_0421,2025-09-22,completed,5676806
tokoraya_ord_00104,tokoraya,tokoraya_cust_0251,2025-09-22,completed,2024371
tokoraya_ord_00131,tokoraya,tokoraya_cust_0418,2025-09-22,completed,13865598
tokoraya_ord_00159,tokoraya,tokoraya_cust_0008,2025-09-22,completed,4688458
tokoraya_ord_00160,tokoraya,tokoraya_cust_0057,2025-09-22,completed,19852190
tokoraya_ord_00210,tokoraya,tokoraya_cust_0322,2025-09-22,completed,14340100
tokoraya_ord_00215,tokoraya,tokoraya_cust_0153,2025-09-22,completed,12613695
tokoraya_ord_00239,tokoraya,tokoraya_cust_0352,2025-09-22,completed,6414184
tokoraya_ord_00248,tokoraya,tokoraya_cust_0394,2025-09-22,cancelled,2945507
tokoraya_ord_00282,tokoraya,tokoraya_cust_0121,2025-09-22,cancelled,1259508
tokoraya_ord_00306,tokoraya,tokoraya_cust_0265,2025-09-22,completed,1085417
tokoraya_ord_00314,tokoraya,tokoraya_cust_0223,2025-09-22,completed,943398
tokoraya_ord_00347,tokoraya,tokoraya_cust_0233,2025-09-22,completed,13274274
tokoraya_ord_00348,tokoraya,tokoraya_cust_0194,2025-09-22,completed,6977892
tokoraya_ord_00368,tokoraya,tokoraya_cust_0444,2025-09-22,cancelled,1230054
tokoraya_ord_00100,tokoraya,tokoraya_cust_0034,2025-09-23,completed,21405873
tokoraya_ord_00154,tokoraya,tokoraya_cust_0360,2025-09-23,completed,8842536
tokoraya_ord_00204,tokoraya,tokoraya_cust_0336,2025-09-23,completed,6262984
tokoraya_ord_00231,tokoraya,tokoraya_cust_0331,2025-09-23,completed,5546626
tokoraya_ord_00247,tokoraya,tokoraya_cust_0021,2025-09-23,cancelled,283019
tokoraya_ord_00279,tokoraya,tokoraya_cust_0212,2025-09-23,completed,1253388
tokoraya_ord_00297,tokoraya,tokoraya_cust_0170,2025-09-23,cancelled,1467916
tokoraya_ord_00310,tokoraya,tokoraya_cust_0172,2025-09-23,completed,2123012
tokoraya_ord_00337,tokoraya,tokoraya_cust_0177,2025-09-23,completed,611188
tokoraya_ord_00372,tokoraya,tokoraya_cust_0372,2025-09-23,completed,11769519
tokoraya_ord_00375,tokoraya,tokoraya_cust_0240,2025-09-23,completed,15866445
tokoraya_ord_00400,tokoraya,tokoraya_cust_0012,2025-09-23,completed,8526752
tokoraya_ord_00401,tokoraya,tokoraya_cust_0409,2025-09-23,completed,4432538
tokoraya_ord_00407,tokoraya,tokoraya_cust_0062,2025-09-23,completed,29381773
