booking_id,company_id,traveler_id,travel_date,booking_status,booking_value_idr
jelajahid_ord_00097,jelajahid,jelajahid_cust_0042,2025-09-06,completed,11398869
jelajahid_ord_00100,jelajahid,jelajahid_cust_0104,2025-09-06,cancelled,1068014
jelajahid_ord_00108,jelajahid,jelajahid_cust_0236,2025-09-06,completed,9215076
jelajahid_ord_00126,jelajahid,jelajahid_cust_0264,2025-09-06,completed,14372684
jelajahid_ord_00225,jelajahid,jelajahid_cust_0227,2025-09-06,completed,18985811
jelajahid_ord_00237,jelajahid,jelajahid_cust_0163,2025-09-06,completed,14487548
jelajahid_ord_00240,jelajahid,jelajahid_cust_0191,2025-09-06,cancelled,2715066
jelajahid_ord_00008,jelajahid,jelajahid_cust_0242,2025-09-07,completed,3800136
jelajahid_ord_00018,jelajahid,jelajahid_cust_0218,2025-09-07,cancelled,3334671
jelajahid_ord_00146,jelajahid,jelajahid_cust_0050,2025-09-07,cancelled,126967
jelajahid_ord_00147,jelajahid,jelajahid_cust_0129,2025-09-07,completed,14333875
jelajahid_ord_00184,jelajahid,jelajahid_cust_0143,2025-09-07,completed,8938190
jelajahid_ord_00224,jelajahid,jelajahid_cust_0260,2025-09-07,completed,14977256
jelajahid_ord_00051,jelajahid,jelajahid_cust_0165,2025-09-08,completed,4431030
jelajahid_ord_00075,jelajahid,jelajahid_cust_0257,2025-09-08,completed,23544203
jelajahid_ord_00076,jelajahid,jelajahid_cust_0064,2025-09-08,completed,11821199
jelajahid_ord_00194,jelajahid,jelajahid_cust_0215,2025-09-08,completed,4469095
jelajahid_ord_00242,jelajahid,jelajahid_cust_0172,2025-09-08,cancelled,3515768
jelajahid_ord_00110,jelajahid,jelajahid_cust_0321,2025-09-09,completed,1414905
jelajahid_ord_00172,jelajahid,jelajahid_cust_0012,2025-09-09,cancelled,1328528
jelajahid_ord_00199,jelajahid,jelajahid_cust_0006,2025-09-09,completed,15989979
jelajahid_ord_00226,jelajahid,jelajahid_cust_0231,2025-09-09,cancelled,760027
jelajahid_ord_00031,jelajahid,jelajahid_cust_0101,2025-09-10,completed,7705135
jelajahid_ord_00069,jelajahid,jelajahid_cust_0294,2025-09-10,completed,2949444
jelajahid_ord_00107,jelajahid,jelajahid_cust_0307,2025-09-10,cancelled,141695
jelajahid_ord_00168,jelajahid,jelajahid_cust_0043,2025-09-10,cancelled,3482879
jelajahid_ord_00173,jelajahid,jelajahid_cust_0172,2025-09-10,cancelled,2351517
jelajahid_ord_00011,jelajahid,jelajahid_cust_0301,2025-09-11,completed,10150777
jelajahid_ord_00055,jelajahid,jelajahid_cust_0315,2025-09-11,completed,3593171
jelajahid_ord_00093,jelajahid,jelajahid_cust_0162,2025-09-11,cancelled,5256887
jelajahid_ord_00239,jelajahid,jelajahid_cust_0237,2025-09-11,completed,11995286
jelajahid_ord_00012,jelajahid,jelajahid_cust_0269,2025-09-12,completed,10531421
jelajahid_ord_00078,jelajahid,jelajahid_cust_0051,2025-09-12,completed,8530964
jelajahid_ord_00083,jelajahid,jelajahid_cust_0078,2025-09-12,completed,9299359
jelajahid_ord_00095,jelajahid,jelajahid_cust_0299,2025-09-12,completed,1027664
jelajahid_ord_00119,jelajahid,jelajahid_cust_0260,2025-09-12,completed,2219301
jelajahid_ord_00138,jelajahid,jelajahid_cust_0347,2025-09-12,completed,23453001
jelajahid_ord_00153,jelajahid,jelajahid_cust_0159,2025-09-12,completed,25375110
jelajahid_ord_00061,jelajahid,jelajahid_cust_0103,2025-09-13,completed,2364852
jelajahid_ord_00091,jelajahid,jelajahid_cust_0099,2025-09-13,completed,13932774
jelajahid_ord_00092,jelajahid,jelajahid_cust_0010,2025-09-13,completed,13407285
jelajahid_ord_00101,jelajahid,jelajahid_cust_0307,2025-09-13,completed,9039094
jelajahid_ord_00109,jelajahid,jelajahid_cust_0036,2025-09-13,completed,13536090
jelajahid_ord_00117,jelajahid,jelajahid_cust_0301,2025-09-13,completed,13224897
jelajahid_ord_00143,jelajahid,jelajahid_cust_0332,2025-09-13,completed,2533424
jelajahid_ord_00171,jelajahid,jelajahid_cust_0176,2025-09-13,cancelled,1563788
jelajahid_ord_00178,jelajahid,jelajahid_cust_0087,2025-09-13,completed,2055328
jelajahid_ord_00207,jelajahid,jelajahid_cust_0059,2025-09-13,completed,22572528
jelajahid_ord_00243,jelajahid,jelajahid_cust_0176,2025-09-13,cancelled,3501729
jelajahid_ord_00250,jelajahid,jelajahid_cust_0265,2025-09-13,completed,6486358
jelajahid_ord_00005,jelajahid,jelajahid_cust_0188,2025-09-14,cancelled,3960132
jelajahid_ord_00046,jelajahid,jelajahid_cust_0103,2025-09-14,completed,15114204
jelajahid_ord_00073,jelajahid,jelajahid_cust_0095,2025-09-14,completed,22554580
jelajahid_ord_00103,jelajahid,jelajahid_cust_0108,2025-09-14,completed,2959068
jelajahid_ord_00141,jelajahid,jelajahid_cust_0220,2025-09-14,completed,1443466
jelajahid_ord_00163,jelajahid,jelajahid_cust_0281,2025-09-14,completed,7120090
jelajahid_ord_00195,jelajahid,jelajahid_cust_0297,2025-09-14,completed,17700111
jelajahid_ord_00246,jelajahid,jelajahid_cust_0093,2025-09-14,cancelled,216520
jelajahid_ord_00247,jelajahid,jelajahid_cust_0189,2025-09-14,completed,15792715
jelajahid_ord_00015,jelajahid,jelajahid_cust_0293,2025-09-15,cancelled,171410
jelajahid_ord_00022,jelajahid,jelajahid_cust_0098,2025-09-15,completed,25153413
jelajahid_ord_00089,jelajahid,jelajahid_cust_0262,2025-09-15,completed,983148
jelajahid_ord_00115,jelajahid,jelajahid_cust_0333,2025-09-15,completed,28646324
jelajahid_ord_00133,jelajahid,jelajahid_cust_0016,2025-09-15,completed,8313732
jelajahid_ord_00158,jelajahid,jelajahid_cust_0238,2025-09-15,completed,5118147
jelajahid_ord_00203,jelajahid,jelajahid_cust_0224,2025-09-15,completed,14977256
jelajahid_ord_00209,jelajahid,jelajahid_cust_0312,2025-09-15,completed,15852218
jelajahid_ord_00213,jelajahid,jelajahid_cust_0197,2025-09-15,completed,12314196
jelajahid_ord_00120,jelajahid,jelajahid_cust_0318,2025-09-16,completed,31827128
jelajahid_ord_00160,jelajahid,jelajahid_cust_0236,2025-09-16,completed,12744088
jelajahid_ord_00190,jelajahid,jelajahid_cust_0158,2025-09-16,cancelled,2055220
jelajahid_ord_00198,jelajahid,jelajahid_cust_0132,2025-09-16,completed,7851814
jelajahid_ord_00202,jelajahid,jelajahid_cust_0035,2025-09-16,completed,13407285
jelajahid_ord_00218,jelajahid,jelajahid_cust_0341,2025-09-16,completed,16803368
jelajahid_ord_00229,jelajahid,jelajahid_cust_0245,2025-09-16,completed,9779676
jelajahid_ord_00007,jelajahid,jelajahid_cust_0304,2025-09-17,completed,17888390
jelajahid_ord_00039,jelajahid,jelajahid_cust_0256,2025-09-17,completed,32605048
jelajahid_ord_00043,jelajahid,jelajahid_cust_0274,2025-09-17,completed,16933172
jelajahid_ord_00067,jelajahid,jelajahid_cust_0014,2025-09-17,completed,19129042
jelajahid_ord_00086,jelajahid,jelajahid_cust_0321,2025-09-17,completed,7120090
jelajahid_ord_00136,jelajahid,jelajahid_cust_0245,2025-09-17,completed,17876380
jelajahid_ord_00148,jelajahid,jelajahid_cust_0172,2025-09-17,completed,2364852
jelajahid_ord_00176,jelajahid,jelajahid_cust_0037,2025-09-17,cancelled,1994719
jelajahid_ord_00230,jelajahid,jelajahid_cust_0165,2025-09-17,completed,3808977
jelajahid_ord_00249,jelajahid,jelajahid_cust_0284,2025-09-17,completed,7334757
jelajahid_ord_00017,jelajahid,jelajahid_cust_0219,2025-09-18,completed,15640466
jelajahid_ord_00035,jelajahid,jelajahid_cust_0175,2025-09-18,completed,5773864
jelajahid_ord_00106,jelajahid,jelajahid_cust_0242,2025-09-18,completed,21221860
jelajahid_ord_00131,jelajahid,jelajahid_cust_0059,2025-09-18,completed,2959068
jelajahid_ord_00154,jelajahid,jelajahid_cust_0072,2025-09-18,cancelled,2132615
jelajahid_ord_00167,jelajahid,jelajahid_cust_0155,2025-09-18,completed,14521680
jelajahid_ord_00188,jelajahid,jelajahid_cust_0195,2025-09-18,cancelled,2274053
jelajahid_ord_00193,jelajahid,jelajahid_cust_0248,2025-09-18,completed,2829810
jelajahid_ord_00204,jelajahid,jelajahid_cust_0189,2025-09-18,completed,15134652
jelajahid_ord_00244,jelajahid,jelajahid_cust_0276,2025-09-18,completed,12944160
jelajahid_ord_00081,jelajahid,jelajahid_cust_0227,2025-09-19,completed,3819254
jelajahid_ord_00102,jelajahid,jelajahid_cust_0120,2025-09-19,completed,19823141
jelajahid_ord_00128,jelajahid,jelajahid_cust_0172,2025-09-19,cancelled,6541088
jelajahid_ord_00130,jelajahid,jelajahid_cust_0283,2025-09-19,completed,27293878
jelajahid_ord_00182,jelajahid,jelajahid_cust_0050,2025-09-19,cancelled,2167134
jelajahid_ord_00186,jelajahid,jelajahid_cust_0218,2025-09-19,completed,26232365
jelajahid_ord_00208,jelajahid,jelajahid_cust_0185,2025-09-19,completed,12699879
jelajahid_ord_00215,jelajahid,jelajahid_cust_0247,2025-09-19,cancelled,1783170
jelajahid_ord_00235,jelajahid,jelajahid_cust_0109,2025-09-19,completed,10010194
jelajahid_ord_00238,jelajahid,jelajahid_cust_0309,2025-09-19,completed,3332738
jelajahid_ord_00023,jelajahid,jelajahid_cust_0030,2025-09-20,completed,5091163
jelajahid_ord_00025,jelajahid,jelajahid_cust_0031,2025-09-20,completed,4061319
jelajahid_ord_00077,jelajahid,jelajahid_cust_0063,2025-09-20,completed,8399332
jelajahid_ord_00098,jelajahid,jelajahid_cust_0290,2025-09-20,cancelled,339098
jelajahid_ord_00142,jelajahid,jelajahid_cust_0159,2025-09-20,completed,12533192
jelajahid_ord_00196,jelajahid,jelajahid_cust_0338,2025-09-20,completed,9152809
jelajahid_ord_00034,jelajahid,jelajahid_cust_0186,2025-09-21,completed,15114204
jelajahid_ord_00045,jelajahid,jelajahid_cust_0014,2025-09-21,cancelled,1670481
jelajahid_ord_00056,jelajahid,jelajahid_cust_0241,2025-09-21,completed,7638508
jelajahid_ord_00062,jelajahid,jelajahid_cust_0076,2025-09-21,completed,17868873
jelajahid_ord_00085,jelajahid,jelajahid_cust_0076,2025-09-21,completed,6104695
jelajahid_ord_00157,jelajahid,jelajahid_cust_0186,2025-09-21,completed,4244715
jelajahid_ord_00170,jelajahid,jelajahid_cust_0184,2025-09-21,cancelled,2314436
jelajahid_ord_00214,jelajahid,jelajahid_cust_0187,2025-09-21,completed,15895007
jelajahid_ord_00216,jelajahid,jelajahid_cust_0090,2025-09-21,cancelled,4580569
jelajahid_ord_00222,jelajahid,jelajahid_cust_0169,2025-09-21,completed,30730356
jelajahid_ord_00028,jelajahid,jelajahid_cust_0151,2025-09-22,completed,9736572
jelajahid_ord_00048,jelajahid,jelajahid_cust_0119,2025-09-22,cancelled,4467158
jelajahid_ord_00071,jelajahid,jelajahid_cust_0344,2025-09-22,completed,17797566
jelajahid_ord_00080,jelajahid,jelajahid_cust_0017,2025-09-22,completed,7557102
jelajahid_ord_00105,jelajahid,jelajahid_cust_0046,2025-09-22,cancelled,4067214
jelajahid_ord_00124,jelajahid,jelajahid_cust_0003,2025-09-22,completed,3561088
jelajahid_ord_00127,jelajahid,jelajahid_cust_0002,2025-09-22,completed,12965481
jelajahid_ord_00134,jelajahid,jelajahid_cust_0235,2025-09-22,completed,2444919
jelajahid_ord_00165,jelajahid,jelajahid_cust_0117,2025-09-22,completed,6452594
jelajahid_ord_00033,jelajahid,jelajahid_cust_0231,2025-09-23,completed,10275753
jelajahid_ord_00053,jelajahid,jelajahid_cust_0280,2025-09-23,completed,16536892
jelajahid_ord_00113,jelajahid,jelajahid_cust_0117,2025-09-23,completed,17724120
jelajahid_ord_00162,jelajahid,jelajahid_cust_0148,2025-09-23,completed,16933172
jelajahid_ord_00169,jelajahid,jelajahid_cust_0293,2025-09-23,cancelled,330431
jelajahid_ord_00197,jelajahid,jelajahid_cust_0178,2025-09-23,cancelled,1964087
jelajahid_ord_00212,jelajahid,jelajahid_cust_0236,2025-09-23,completed,12908925
jelajahid_ord_00032,jelajahid,jelajahid_cust_0182,2025-09-24,completed,23744767
jelajahid_ord_00065,jelajahid,jelajahid_cust_0282,2025-09-24,completed,14240180
jelajahid_ord_00090,jelajahid,jelajahid_cust_0349,2025-09-24,cancelled,2211955
jelajahid_ord_00099,jelajahid,jelajahid_cust_0076,2025-09-24,completed,14005107
jelajahid_ord_00123,jelajahid,jelajahid_cust_0332,2025-09-24,completed,29218294
jelajahid_ord_00151,jelajahid,jelajahid_cust_0115,2025-09-24,completed,846448
jelajahid_ord_00152,jelajahid,jelajahid_cust_0181,2025-09-24,completed,2539344
jelajahid_ord_00155,jelajahid,jelajahid_cust_0206,2025-09-24,completed,26252141
jelajahid_ord_00180,jelajahid,jelajahid_cust_0215,2025-09-24,cancelled,649560
jelajahid_ord_00205,jelajahid,jelajahid_cust_0001,2025-09-24,completed,20783317
jelajahid_ord_00234,jelajahid,jelajahid_cust_0333,2025-09-24,completed,19842170
jelajahid_ord_00009,jelajahid,jelajahid_cust_0070,2025-09-25,completed,14246524
jelajahid_ord_00052,jelajahid,jelajahid_cust_0269,2025-09-25,completed,11063759
jelajahid_ord_00063,jelajahid,jelajahid_cust_0077,2025-09-25,cancelled,589889
jelajahid_ord_00084,jelajahid,jelajahid_cust_0238,2025-09-25,cancelled,2615346
jelajahid_ord_00096,jelajahid,jelajahid_cust_0265,2025-09-25,completed,13081683
jelajahid_ord_00104,jelajahid,jelajahid_cust_0160,2025-09-25,cancelled,154150
jelajahid_ord_00150,jelajahid,jelajahid_cust_0122,2025-09-25,completed,25935859
jelajahid_ord_00189,jelajahid,jelajahid_cust_0055,2025-09-25,completed,24480517
jelajahid_ord_00200,jelajahid,jelajahid_cust_0267,2025-09-25,completed,10053675
jelajahid_ord_00211,jelajahid,jelajahid_cust_0271,2025-09-25,completed,10727001
jelajahid_ord_00002,jelajahid,jelajahid_cust_0120,2025-09-26,cancelled,1733376
jelajahid_ord_00029,jelajahid,jelajahid_cust_0117,2025-09-26,completed,20143592
jelajahid_ord_00037,jelajahid,jelajahid_cust_0081,2025-09-26,cancelled,4199981
jelajahid_ord_00079,jelajahid,jelajahid_cust_0118,2025-09-26,cancelled,3996928
jelajahid_ord_00149,jelajahid,jelajahid_cust_0238,2025-09-26,completed,4925364
jelajahid_ord_00233,jelajahid,jelajahid_cust_0331,2025-09-26,cancelled,2476182
jelajahid_ord_00013,jelajahid,jelajahid_cust_0116,2025-09-27,completed,4431030
jelajahid_ord_00050,jelajahid,jelajahid_cust_0240,2025-09-27,completed,22629914
jelajahid_ord_00059,jelajahid,jelajahid_cust_0122,2025-09-27,completed,15787585
jelajahid_ord_00072,jelajahid,jelajahid_cust_0035,2025-09-27,cancelled,366738
jelajahid_ord_00156,jelajahid,jelajahid_cust_0244,2025-09-27,completed,8992358
jelajahid_ord_00174,jelajahid,jelajahid_cust_0070,2025-09-27,completed,10684893
jelajahid_ord_00175,jelajahid,jelajahid_cust_0143,2025-09-27,cancelled,3703307
jelajahid_ord_00179,jelajahid,jelajahid_cust_0266,2025-09-27,completed,6742590
jelajahid_ord_00185,jelajahid,jelajahid_cust_0015,2025-09-27,completed,27728708
jelajahid_ord_00227,jelajahid,jelajahid_cust_0299,2025-09-27,completed,5878635
jelajahid_ord_00241,jelajahid,jelajahid_cust_0332,2025-09-27,completed,11622746
jelajahid_ord_00006,jelajahid,jelajahid_cust_0331,2025-09-28,completed,3390981
jelajahid_ord_00030,jelajahid,jelajahid_cust_0105,2025-09-28,completed,27938510
jelajahid_ord_00038,jelajahid,jelajahid_cust_0254,2025-09-28,completed,15274188
jelajahid_ord_00044,jelajahid,jelajahid_cust_0277,2025-09-28,completed,23970962
jelajahid_ord_00058,jelajahid,jelajahid_cust_0065,2025-09-28,completed,27591142
jelajahid_ord_00068,jelajahid,jelajahid_cust_0206,2025-09-28,completed,8369724
jelajahid_ord_00116,jelajahid,jelajahid_cust_0084,2025-09-28,completed,23962917
jelajahid_ord_00135,jelajahid,jelajahid_cust_0003,2025-09-28,completed,33362310
jelajahid_ord_00140,jelajahid,jelajahid_cust_0016,2025-09-28,completed,5165644
jelajahid_ord_00161,jelajahid,jelajahid_cust_0175,2025-09-28,completed,26734600
jelajahid_ord_00166,jelajahid,jelajahid_cust_0189,2025-09-28,completed,19118479
jelajahid_ord_00191,jelajahid,jelajahid_cust_0052,2025-09-28,completed,16556542
jelajahid_ord_00231,jelajahid,jelajahid_cust_0306,2025-09-28,cancelled,992021
jelajahid_ord_00001,jelajahid,jelajahid_cust_0241,2025-09-29,completed,29354384
jelajahid_ord_00036,jelajahid,jelajahid_cust_0061,2025-09-29,completed,7617954
jelajahid_ord_00118,jelajahid,jelajahid_cust_0071,2025-09-29,completed,4072053
jelajahid_ord_00132,jelajahid,jelajahid_cust_0098,2025-09-29,completed,5165644
jelajahid_ord_00139,jelajahid,jelajahid_cust_0193,2025-09-29,completed,6580524
jelajahid_ord_00210,jelajahid,jelajahid_cust_0168,2025-09-29,completed,7878921
jelajahid_ord_00020,jelajahid,jelajahid_cust_0054,2025-09-30,completed,12188882
jelajahid_ord_00042,jelajahid,jelajahid_cust_0121,2025-09-30,completed,3593171
jelajahid_ord_00082,jelajahid,jelajahid_cust_0305,2025-09-30,completed,9310689
jelajahid_ord_00087,jelajahid,jelajahid_cust_0275,2025-09-30,completed,16797505
jelajahid_ord_00187,jelajahid,jelajahid_cust_0005,2025-09-30,cancelled,1735833
jelajahid_ord_00254,jelajahid,jelajahid_cust_0161,2025-10-01,completed,8803107
jelajahid_ord_00309,jelajahid,jelajahid_cust_0201,2025-10-01,cancelled,3837327
jelajahid_ord_00312,jelajahid,jelajahid_cust_0332,2025-10-01,completed,20099270
jelajahid_ord_00325,jelajahid,jelajahid_cust_0043,2025-10-01,cancelled,1993964
jelajahid_ord_00415,jelajahid,jelajahid_cust_0266,2025-10-01,completed,11034821
jelajahid_ord_00446,jelajahid,jelajahid_cust_0200,2025-10-01,completed,4244715
jelajahid_ord_00455,jelajahid,jelajahid_cust_0045,2025-10-01,completed,6245603
jelajahid_ord_00494,jelajahid,jelajahid_cust_0131,2025-10-01,completed,3976890
jelajahid_ord_00517,jelajahid,jelajahid_cust_0216,2025-10-01,completed,18547545
jelajahid_ord_00518,jelajahid,jelajahid_cust_0113,2025-10-01,completed,6391042
jelajahid_ord_00257,jelajahid,jelajahid_cust_0008,2025-10-02,cancelled,2138060
jelajahid_ord_00263,jelajahid,jelajahid_cust_0126,2025-10-02,completed,7745355
jelajahid_ord_00282,jelajahid,jelajahid_cust_0337,2025-10-02,cancelled,1406495
jelajahid_ord_00294,jelajahid,jelajahid_cust_0151,2025-10-02,completed,6287787
jelajahid_ord_00298,jelajahid,jelajahid_cust_0322,2025-10-02,completed,18463887
jelajahid_ord_00318,jelajahid,jelajahid_cust_0208,2025-10-02,completed,4834447
jelajahid_ord_00330,jelajahid,jelajahid_cust_0280,2025-10-02,cancelled,126967
jelajahid_ord_00355,jelajahid,jelajahid_cust_0157,2025-10-02,completed,13833616
jelajahid_ord_00418,jelajahid,jelajahid_cust_0055,2025-10-02,completed,9841382
jelajahid_ord_00469,jelajahid,jelajahid_cust_0132,2025-10-02,completed,7567326
jelajahid_ord_00480,jelajahid,jelajahid_cust_0124,2025-10-02,cancelled,3606401
jelajahid_ord_00515,jelajahid,jelajahid_cust_0139,2025-10-02,completed,10598150
jelajahid_ord_00297,jelajahid,jelajahid_cust_0090,2025-10-03,cancelled,1709148
jelajahid_ord_00356,jelajahid,jelajahid_cust_0166,2025-10-03,completed,24758274
jelajahid_ord_00362,jelajahid,jelajahid_cust_0004,2025-10-03,completed,7638508
jelajahid_ord_00423,jelajahid,jelajahid_cust_0164,2025-10-03,cancelled,1456218
jelajahid_ord_00445,jelajahid,jelajahid_cust_0174,2025-10-03,cancelled,2136979
jelajahid_ord_00457,jelajahid,jelajahid_cust_0253,2025-10-03,completed,22413437
jelajahid_ord_00490,jelajahid,jelajahid_cust_0086,2025-10-03,completed,17087661
jelajahid_ord_00258,jelajahid,jelajahid_cust_0322,2025-10-04,completed,19341168
jelajahid_ord_00277,jelajahid,jelajahid_cust_0161,2025-10-04,completed,7424358
jelajahid_ord_00278,jelajahid,jelajahid_cust_0046,2025-10-04,completed,3712179
jelajahid_ord_00304,jelajahid,jelajahid_cust_0026,2025-10-04,completed,5260957
jelajahid_ord_00382,jelajahid,jelajahid_cust_0284,2025-10-04,completed,7424358
jelajahid_ord_00447,jelajahid,jelajahid_cust_0090,2025-10-04,completed,9708120
jelajahid_ord_00521,jelajahid,jelajahid_cust_0264,2025-10-04,completed,10802478
jelajahid_ord_00260,jelajahid,jelajahid_cust_0178,2025-10-05,completed,3783663
jelajahid_ord_00299,jelajahid,jelajahid_cust_0173,2025-10-05,cancelled,1909368
jelajahid_ord_00308,jelajahid,jelajahid_cust_0056,2025-10-05,completed,10320801
jelajahid_ord_00316,jelajahid,jelajahid_cust_0165,2025-10-05,completed,16798664
jelajahid_ord_00350,jelajahid,jelajahid_cust_0015,2025-10-05,completed,6164988
jelajahid_ord_00416,jelajahid,jelajahid_cust_0028,2025-10-05,completed,12630998
jelajahid_ord_00474,jelajahid,jelajahid_cust_0205,2025-10-05,completed,22921478
jelajahid_ord_00504,jelajahid,jelajahid_cust_0336,2025-10-05,completed,4570928
jelajahid_ord_00279,jelajahid,jelajahid_cust_0298,2025-10-06,completed,24071080
jelajahid_ord_00322,jelajahid,jelajahid_cust_0280,2025-10-06,completed,16089283
jelajahid_ord_00374,jelajahid,jelajahid_cust_0315,2025-10-06,completed,9041079
jelajahid_ord_00387,jelajahid,jelajahid_cust_0015,2025-10-06,completed,5457009
jelajahid_ord_00394,jelajahid,jelajahid_cust_0081,2025-10-06,completed,19733919
jelajahid_ord_00431,jelajahid,jelajahid_cust_0290,2025-10-06,completed,6850502
jelajahid_ord_00453,jelajahid,jelajahid_cust_0239,2025-10-06,completed,1909627
jelajahid_ord_00507,jelajahid,jelajahid_cust_0106,2025-10-06,completed,15653317
jelajahid_ord_00259,jelajahid,jelajahid_cust_0118,2025-10-07,completed,23102240
jelajahid_ord_00261,jelajahid,jelajahid_cust_0125,2025-10-07,completed,1692896
jelajahid_ord_00286,jelajahid,jelajahid_cust_0235,2025-10-07,completed,8466586
jelajahid_ord_00323,jelajahid,jelajahid_cust_0188,2025-10-07,completed,21097010
jelajahid_ord_00329,jelajahid,jelajahid_cust_0232,2025-10-07,completed,5655065
jelajahid_ord_00332,jelajahid,jelajahid_cust_0133,2025-10-07,cancelled,334763
jelajahid_ord_00371,jelajahid,jelajahid_cust_0314,2025-10-07,completed,472318
jelajahid_ord_00385,jelajahid,jelajahid_cust_0149,2025-10-07,completed,10005525
jelajahid_ord_00386,jelajahid,jelajahid_cust_0243,2025-10-07,completed,3153136
jelajahid_ord_00404,jelajahid,jelajahid_cust_0182,2025-10-07,completed,2829810
jelajahid_ord_00405,jelajahid,jelajahid_cust_0284,2025-10-07,cancelled,1135099
jelajahid_ord_00410,jelajahid,jelajahid_cust_0192,2025-10-07,completed,8293968
