stay_line_id,company_id,booking_id,package_id,guests,line_amount_idr
jelajahid_item_00048,jelajahid,jelajahid_ord_00022,jelajahid_prod_0015,3,11114895
jelajahid_item_00049,jelajahid,jelajahid_ord_00022,jelajahid_prod_0035,3,9708120
jelajahid_item_00050,jelajahid,jelajahid_ord_00023,jelajahid_prod_0029,1,846448
jelajahid_item_00051,jelajahid,jelajahid_ord_00023,jelajahid_prod_0019,3,4244715
jelajahid_item_00052,jelajahid,jelajahid_ord_00024,jelajahid_prod_0015,2,7409930
jelajahid_item_00053,jelajahid,jelajahid_ord_00025,jelajahid_prod_0034,2,1479534
jelajahid_item_00054,jelajahid,jelajahid_ord_00025,jelajahid_prod_0004,1,2581785
jelajahid_item_00055,jelajahid,jelajahid_ord_00026,jelajahid_prod_0005,1,1852752
jelajahid_item_00056,jelajahid,jelajahid_ord_00026,jelajahid_prod_0005,2,3705504
jelajahid_item_00057,jelajahid,jelajahid_ord_00027,jelajahid_prod_0021,3,11426931
jelajahid_item_00058,jelajahid,jelajahid_ord_00028,jelajahid_prod_0032,4,4570928
jelajahid_item_00059,jelajahid,jelajahid_ord_00028,jelajahid_prod_0014,2,5165644
jelajahid_item_00060,jelajahid,jelajahid_ord_00029,jelajahid_prod_0016,2,6850502
jelajahid_item_00061,jelajahid,jelajahid_ord_00029,jelajahid_prod_0028,3,13293090
jelajahid_item_00062,jelajahid,jelajahid_ord_00030,jelajahid_prod_0033,4,13340700
jelajahid_item_00063,jelajahid,jelajahid_ord_00030,jelajahid_prod_0019,4,5659620
jelajahid_item_00064,jelajahid,jelajahid_ord_00030,jelajahid_prod_0026,2,8938190
jelajahid_item_00065,jelajahid,jelajahid_ord_00031,jelajahid_prod_0026,1,4469095
jelajahid_item_00066,jelajahid,jelajahid_ord_00031,jelajahid_prod_0035,1,3236040
jelajahid_item_00067,jelajahid,jelajahid_ord_00032,jelajahid_prod_0021,3,11426931
jelajahid_item_00068,jelajahid,jelajahid_ord_00032,jelajahid_prod_0020,4,12317836
jelajahid_item_00069,jelajahid,jelajahid_ord_00033,jelajahid_prod_0016,3,10275753
jelajahid_item_00070,jelajahid,jelajahid_ord_00034,jelajahid_prod_0018,4,15114204
jelajahid_item_00071,jelajahid,jelajahid_ord_00035,jelajahid_prod_0031,4,5773864
jelajahid_item_00072,jelajahid,jelajahid_ord_00036,jelajahid_prod_0021,2,7617954
jelajahid_item_00073,jelajahid,jelajahid_ord_00037,jelajahid_prod_0028,4,2658618
jelajahid_item_00074,jelajahid,jelajahid_ord_00037,jelajahid_prod_0016,3,1541363
jelajahid_item_00075,jelajahid,jelajahid_ord_00038,jelajahid_prod_0010,4,14246524
jelajahid_item_00076,jelajahid,jelajahid_ord_00038,jelajahid_prod_0012,1,1027664
jelajahid_item_00077,jelajahid,jelajahid_ord_00039,jelajahid_prod_0026,4,17876380
jelajahid_item_00078,jelajahid,jelajahid_ord_00039,jelajahid_prod_0012,1,1027664
jelajahid_item_00079,jelajahid,jelajahid_ord_00039,jelajahid_prod_0016,4,13701004
jelajahid_item_00080,jelajahid,jelajahid_ord_00040,jelajahid_prod_0026,3,13407285
jelajahid_item_00081,jelajahid,jelajahid_ord_00040,jelajahid_prod_0008,3,3800136
jelajahid_item_00082,jelajahid,jelajahid_ord_00040,jelajahid_prod_0035,2,6472080
jelajahid_item_00083,jelajahid,jelajahid_ord_00041,jelajahid_prod_0002,1,4233293
jelajahid_item_00084,jelajahid,jelajahid_ord_00042,jelajahid_prod_0006,1,3593171
jelajahid_item_00085,jelajahid,jelajahid_ord_00043,jelajahid_prod_0002,4,16933172
jelajahid_item_00086,jelajahid,jelajahid_ord_00044,jelajahid_prod_0002,4,16933172
jelajahid_item_00087,jelajahid,jelajahid_ord_00044,jelajahid_prod_0005,3,5558256
jelajahid_item_00088,jelajahid,jelajahid_ord_00044,jelajahid_prod_0034,2,1479534
jelajahid_item_00089,jelajahid,jelajahid_ord_00045,jelajahid_prod_0027,3,1670481
jelajahid_item_00090,jelajahid,jelajahid_ord_00046,jelajahid_prod_0018,4,15114204
jelajahid_item_00091,jelajahid,jelajahid_ord_00047,jelajahid_prod_0019,1,1414905
jelajahid_item_00092,jelajahid,jelajahid_ord_00047,jelajahid_prod_0030,3,7334757
jelajahid_item_00093,jelajahid,jelajahid_ord_00048,jelajahid_prod_0001,1,330431
jelajahid_item_00094,jelajahid,jelajahid_ord_00048,jelajahid_prod_0007,4,2519800
jelajahid_item_00095,jelajahid,jelajahid_ord_00048,jelajahid_prod_0006,3,1616927
jelajahid_item_00096,jelajahid,jelajahid_ord_00049,jelajahid_prod_0025,4,3742804
jelajahid_item_00097,jelajahid,jelajahid_ord_00049,jelajahid_prod_0015,3,11114895
jelajahid_item_00098,jelajahid,jelajahid_ord_00050,jelajahid_prod_0007,1,4199666
jelajahid_item_00099,jelajahid,jelajahid_ord_00050,jelajahid_prod_0004,3,7745355
jelajahid_item_00100,jelajahid,jelajahid_ord_00050,jelajahid_prod_0010,3,10684893
jelajahid_item_00101,jelajahid,jelajahid_ord_00051,jelajahid_prod_0028,1,4431030
jelajahid_item_00102,jelajahid,jelajahid_ord_00052,jelajahid_prod_0022,4,7638508
jelajahid_item_00103,jelajahid,jelajahid_ord_00052,jelajahid_prod_0016,1,3425251
jelajahid_item_00104,jelajahid,jelajahid_ord_00053,jelajahid_prod_0024,2,2260654
jelajahid_item_00105,jelajahid,jelajahid_ord_00053,jelajahid_prod_0011,1,983148
jelajahid_item_00106,jelajahid,jelajahid_ord_00053,jelajahid_prod_0028,3,13293090
jelajahid_item_00107,jelajahid,jelajahid_ord_00054,jelajahid_prod_0020,1,3079459
jelajahid_item_00108,jelajahid,jelajahid_ord_00054,jelajahid_prod_0004,2,5163570
jelajahid_item_00109,jelajahid,jelajahid_ord_00054,jelajahid_prod_0020,3,9238377
jelajahid_item_00110,jelajahid,jelajahid_ord_00055,jelajahid_prod_0006,1,3593171
jelajahid_item_00111,jelajahid,jelajahid_ord_00056,jelajahid_prod_0022,4,7638508
jelajahid_item_00112,jelajahid,jelajahid_ord_00057,jelajahid_prod_0031,4,5773864
jelajahid_item_00113,jelajahid,jelajahid_ord_00057,jelajahid_prod_0006,2,7186342
jelajahid_item_00114,jelajahid,jelajahid_ord_00057,jelajahid_prod_0014,1,2582822
jelajahid_item_00115,jelajahid,jelajahid_ord_00058,jelajahid_prod_0026,4,17876380
jelajahid_item_00116,jelajahid,jelajahid_ord_00058,jelajahid_prod_0011,2,1966296
jelajahid_item_00117,jelajahid,jelajahid_ord_00058,jelajahid_prod_0014,3,7748466
jelajahid_item_00118,jelajahid,jelajahid_ord_00059,jelajahid_prod_0002,1,4233293
jelajahid_item_00119,jelajahid,jelajahid_ord_00059,jelajahid_prod_0010,2,7123262
jelajahid_item_00120,jelajahid,jelajahid_ord_00059,jelajahid_prod_0028,1,4431030
jelajahid_item_00121,jelajahid,jelajahid_ord_00060,jelajahid_prod_0023,4,2132358
jelajahid_item_00122,jelajahid,jelajahid_ord_00061,jelajahid_prod_0013,3,2364852
jelajahid_item_00123,jelajahid,jelajahid_ord_00062,jelajahid_prod_0025,1,935701
jelajahid_item_00124,jelajahid,jelajahid_ord_00062,jelajahid_prod_0002,4,16933172
jelajahid_item_00125,jelajahid,jelajahid_ord_00063,jelajahid_prod_0011,4,589889
jelajahid_item_00126,jelajahid,jelajahid_ord_00064,jelajahid_prod_0026,2,8938190
jelajahid_item_00127,jelajahid,jelajahid_ord_00064,jelajahid_prod_0011,1,983148
jelajahid_item_00128,jelajahid,jelajahid_ord_00064,jelajahid_prod_0018,4,15114204
jelajahid_item_00129,jelajahid,jelajahid_ord_00065,jelajahid_prod_0009,4,14240180
jelajahid_item_00130,jelajahid,jelajahid_ord_00066,jelajahid_prod_0013,4,3153136
jelajahid_item_00131,jelajahid,jelajahid_ord_00066,jelajahid_prod_0033,3,10005525
jelajahid_item_00132,jelajahid,jelajahid_ord_00067,jelajahid_prod_0026,2,8938190
jelajahid_item_00133,jelajahid,jelajahid_ord_00067,jelajahid_prod_0012,3,3082992
jelajahid_item_00134,jelajahid,jelajahid_ord_00067,jelajahid_prod_0023,2,7107860
jelajahid_item_00135,jelajahid,jelajahid_ord_00068,jelajahid_prod_0034,3,2219301
jelajahid_item_00136,jelajahid,jelajahid_ord_00068,jelajahid_prod_0030,1,2444919
jelajahid_item_00137,jelajahid,jelajahid_ord_00068,jelajahid_prod_0005,2,3705504
jelajahid_item_00138,jelajahid,jelajahid_ord_00069,jelajahid_prod_0011,3,2949444
jelajahid_item_00139,jelajahid,jelajahid_ord_00070,jelajahid_prod_0035,1,3236040
jelajahid_item_00140,jelajahid,jelajahid_ord_00070,jelajahid_prod_0012,2,2055328
jelajahid_item_00141,jelajahid,jelajahid_ord_00071,jelajahid_prod_0021,2,7617954
jelajahid_item_00142,jelajahid,jelajahid_ord_00071,jelajahid_prod_0001,2,4405748
jelajahid_item_00143,jelajahid,jelajahid_ord_00071,jelajahid_prod_0031,4,5773864
jelajahid_item_00144,jelajahid,jelajahid_ord_00072,jelajahid_prod_0030,1,366738
jelajahid_item_00145,jelajahid,jelajahid_ord_00073,jelajahid_prod_0021,3,11426931
jelajahid_item_00146,jelajahid,jelajahid_ord_00073,jelajahid_prod_0020,3,9238377
jelajahid_item_00147,jelajahid,jelajahid_ord_00073,jelajahid_prod_0003,4,1889272
jelajahid_item_00148,jelajahid,jelajahid_ord_00074,jelajahid_prod_0011,1,983148
jelajahid_item_00149,jelajahid,jelajahid_ord_00074,jelajahid_prod_0010,4,14246524
jelajahid_item_00150,jelajahid,jelajahid_ord_00075,jelajahid_prod_0018,1,3778551
jelajahid_item_00151,jelajahid,jelajahid_ord_00075,jelajahid_prod_0003,4,1889272
jelajahid_item_00152,jelajahid,jelajahid_ord_00075,jelajahid_prod_0026,4,17876380
jelajahid_item_00153,jelajahid,jelajahid_ord_00076,jelajahid_prod_0014,1,2582822
jelajahid_item_00154,jelajahid,jelajahid_ord_00076,jelajahid_prod_0020,3,9238377
jelajahid_item_00155,jelajahid,jelajahid_ord_00077,jelajahid_prod_0007,2,8399332
jelajahid_item_00156,jelajahid,jelajahid_ord_00078,jelajahid_prod_0002,1,4233293
jelajahid_item_00157,jelajahid,jelajahid_ord_00078,jelajahid_prod_0030,1,2444919
jelajahid_item_00158,jelajahid,jelajahid_ord_00078,jelajahid_prod_0005,1,1852752
jelajahid_item_00159,jelajahid,jelajahid_ord_00079,jelajahid_prod_0006,4,2155903
jelajahid_item_00160,jelajahid,jelajahid_ord_00079,jelajahid_prod_0014,2,774847
jelajahid_item_00161,jelajahid,jelajahid_ord_00079,jelajahid_prod_0023,2,1066179
jelajahid_item_00162,jelajahid,jelajahid_ord_00080,jelajahid_prod_0018,2,7557102
jelajahid_item_00163,jelajahid,jelajahid_ord_00081,jelajahid_prod_0022,2,3819254
jelajahid_item_00164,jelajahid,jelajahid_ord_00082,jelajahid_prod_0013,3,2364852
jelajahid_item_00165,jelajahid,jelajahid_ord_00082,jelajahid_prod_0029,4,3385792
jelajahid_item_00166,jelajahid,jelajahid_ord_00082,jelajahid_prod_0009,1,3560045
jelajahid_item_00167,jelajahid,jelajahid_ord_00083,jelajahid_prod_0024,3,3390981
jelajahid_item_00168,jelajahid,jelajahid_ord_00083,jelajahid_prod_0001,1,2202874
jelajahid_item_00169,jelajahid,jelajahid_ord_00083,jelajahid_prod_0005,2,3705504
jelajahid_item_00170,jelajahid,jelajahid_ord_00084,jelajahid_prod_0032,4,685639
jelajahid_item_00171,jelajahid,jelajahid_ord_00084,jelajahid_prod_0008,2,380014
jelajahid_item_00172,jelajahid,jelajahid_ord_00084,jelajahid_prod_0014,4,1549693
jelajahid_item_00173,jelajahid,jelajahid_ord_00085,jelajahid_prod_0025,2,1871402
jelajahid_item_00174,jelajahid,jelajahid_ord_00085,jelajahid_prod_0002,1,4233293
jelajahid_item_00175,jelajahid,jelajahid_ord_00086,jelajahid_prod_0009,2,7120090
jelajahid_item_00176,jelajahid,jelajahid_ord_00087,jelajahid_prod_0004,1,2581785
jelajahid_item_00177,jelajahid,jelajahid_ord_00087,jelajahid_prod_0023,4,14215720
jelajahid_item_00178,jelajahid,jelajahid_ord_00088,jelajahid_prod_0017,2,1135099
jelajahid_item_00179,jelajahid,jelajahid_ord_00089,jelajahid_prod_0011,1,983148
jelajahid_item_00180,jelajahid,jelajahid_ord_00090,jelajahid_prod_0023,2,1066179
jelajahid_item_00181,jelajahid,jelajahid_ord_00090,jelajahid_prod_0022,4,1145776
jelajahid_item_00182,jelajahid,jelajahid_ord_00091,jelajahid_prod_0017,3,11350989
jelajahid_item_00183,jelajahid,jelajahid_ord_00091,jelajahid_prod_0004,1,2581785
jelajahid_item_00184,jelajahid,jelajahid_ord_00092,jelajahid_prod_0026,3,13407285
jelajahid_item_00185,jelajahid,jelajahid_ord_00093,jelajahid_prod_0026,4,2681457
jelajahid_item_00186,jelajahid,jelajahid_ord_00093,jelajahid_prod_0012,2,308299
jelajahid_item_00187,jelajahid,jelajahid_ord_00093,jelajahid_prod_0018,4,2267131
jelajahid_item_00188,jelajahid,jelajahid_ord_00094,jelajahid_prod_0018,3,11335653
jelajahid_item_00189,jelajahid,jelajahid_ord_00094,jelajahid_prod_0021,1,3808977
jelajahid_item_00190,jelajahid,jelajahid_ord_00094,jelajahid_prod_0031,3,4330398
jelajahid_item_00191,jelajahid,jelajahid_ord_00095,jelajahid_prod_0012,1,1027664
jelajahid_item_00192,jelajahid,jelajahid_ord_00096,jelajahid_prod_0022,3,5728881
jelajahid_item_00193,jelajahid,jelajahid_ord_00096,jelajahid_prod_0013,4,3153136
jelajahid_item_00194,jelajahid,jelajahid_ord_00096,jelajahid_prod_0007,1,4199666
jelajahid_item_00195,jelajahid,jelajahid_ord_00097,jelajahid_prod_0004,2,5163570
jelajahid_item_00196,jelajahid,jelajahid_ord_00097,jelajahid_prod_0025,3,2807103
jelajahid_item_00197,jelajahid,jelajahid_ord_00097,jelajahid_prod_0032,3,3428196
jelajahid_item_00198,jelajahid,jelajahid_ord_00098,jelajahid_prod_0024,2,339098
jelajahid_item_00199,jelajahid,jelajahid_ord_00099,jelajahid_prod_0030,3,7334757
jelajahid_item_00200,jelajahid,jelajahid_ord_00099,jelajahid_prod_0033,2,6670350
jelajahid_item_00201,jelajahid,jelajahid_ord_00100,jelajahid_prod_0009,1,534007
jelajahid_item_00202,jelajahid,jelajahid_ord_00100,jelajahid_prod_0009,1,534007
jelajahid_item_00203,jelajahid,jelajahid_ord_00101,jelajahid_prod_0006,2,7186342
jelajahid_item_00204,jelajahid,jelajahid_ord_00101,jelajahid_prod_0005,1,1852752
jelajahid_item_00205,jelajahid,jelajahid_ord_00102,jelajahid_prod_0010,2,7123262
jelajahid_item_00206,jelajahid,jelajahid_ord_00102,jelajahid_prod_0002,3,12699879
jelajahid_item_00207,jelajahid,jelajahid_ord_00103,jelajahid_prod_0034,4,2959068
jelajahid_item_00208,jelajahid,jelajahid_ord_00104,jelajahid_prod_0012,1,154150
jelajahid_item_00209,jelajahid,jelajahid_ord_00105,jelajahid_prod_0020,3,1385757
jelajahid_item_00210,jelajahid,jelajahid_ord_00105,jelajahid_prod_0026,4,2681457
jelajahid_item_00211,jelajahid,jelajahid_ord_00106,jelajahid_prod_0018,4,15114204
jelajahid_item_00212,jelajahid,jelajahid_ord_00106,jelajahid_prod_0013,3,2364852
jelajahid_item_00213,jelajahid,jelajahid_ord_00106,jelajahid_prod_0025,4,3742804
jelajahid_item_00214,jelajahid,jelajahid_ord_00107,jelajahid_prod_0003,2,141695
jelajahid_item_00215,jelajahid,jelajahid_ord_00108,jelajahid_prod_0022,4,7638508
jelajahid_item_00216,jelajahid,jelajahid_ord_00108,jelajahid_prod_0013,2,1576568
jelajahid_item_00217,jelajahid,jelajahid_ord_00109,jelajahid_prod_0021,2,7617954
jelajahid_item_00218,jelajahid,jelajahid_ord_00109,jelajahid_prod_0034,4,2959068
jelajahid_item_00219,jelajahid,jelajahid_ord_00109,jelajahid_prod_0034,4,2959068
jelajahid_item_00220,jelajahid,jelajahid_ord_00110,jelajahid_prod_0019,1,1414905
jelajahid_item_00221,jelajahid,jelajahid_ord_00111,jelajahid_prod_0005,1,1852752
jelajahid_item_00222,jelajahid,jelajahid_ord_00112,jelajahid_prod_0013,1,788284
jelajahid_item_00223,jelajahid,jelajahid_ord_00112,jelajahid_prod_0028,2,8862060
jelajahid_item_00224,jelajahid,jelajahid_ord_00112,jelajahid_prod_0011,4,3932592
jelajahid_item_00225,jelajahid,jelajahid_ord_00113,jelajahid_prod_0028,4,17724120
jelajahid_item_00226,jelajahid,jelajahid_ord_00114,jelajahid_prod_0023,4,14215720
jelajahid_item_00227,jelajahid,jelajahid_ord_00114,jelajahid_prod_0005,3,5558256
jelajahid_item_00228,jelajahid,jelajahid_ord_00114,jelajahid_prod_0003,2,944636
jelajahid_item_00229,jelajahid,jelajahid_ord_00115,jelajahid_prod_0014,2,5165644
jelajahid_item_00230,jelajahid,jelajahid_ord_00115,jelajahid_prod_0030,4,9779676
jelajahid_item_00231,jelajahid,jelajahid_ord_00115,jelajahid_prod_0016,4,13701004
jelajahid_item_00232,jelajahid,jelajahid_ord_00116,jelajahid_prod_0023,4,14215720
jelajahid_item_00233,jelajahid,jelajahid_ord_00116,jelajahid_prod_0001,4,8811496
jelajahid_item_00234,jelajahid,jelajahid_ord_00116,jelajahid_prod_0025,1,935701
jelajahid_item_00235,jelajahid,jelajahid_ord_00117,jelajahid_prod_0022,2,3819254
jelajahid_item_00236,jelajahid,jelajahid_ord_00117,jelajahid_prod_0034,3,2219301
jelajahid_item_00237,jelajahid,jelajahid_ord_00117,jelajahid_prod_0006,2,7186342
jelajahid_item_00238,jelajahid,jelajahid_ord_00118,jelajahid_prod_0034,3,2219301
jelajahid_item_00239,jelajahid,jelajahid_ord_00118,jelajahid_prod_0005,1,1852752
jelajahid_item_00240,jelajahid,jelajahid_ord_00119,jelajahid_prod_0034,3,2219301
jelajahid_item_00241,jelajahid,jelajahid_ord_00120,jelajahid_prod_0007,4,16798664
jelajahid_item_00242,jelajahid,jelajahid_ord_00120,jelajahid_prod_0013,1,788284
jelajahid_item_00243,jelajahid,jelajahid_ord_00120,jelajahid_prod_0009,4,14240180
jelajahid_item_00244,jelajahid,jelajahid_ord_00121,jelajahid_prod_0007,2,8399332
jelajahid_item_00245,jelajahid,jelajahid_ord_00121,jelajahid_prod_0009,4,14240180
jelajahid_item_00246,jelajahid,jelajahid_ord_00122,jelajahid_prod_0033,2,1000553
jelajahid_item_00247,jelajahid,jelajahid_ord_00122,jelajahid_prod_0012,4,616598
jelajahid_item_00248,jelajahid,jelajahid_ord_00122,jelajahid_prod_0012,2,308299
jelajahid_item_00249,jelajahid,jelajahid_ord_00123,jelajahid_prod_0033,4,13340700
jelajahid_item_00250,jelajahid,jelajahid_ord_00123,jelajahid_prod_0002,2,8466586
jelajahid_item_00251,jelajahid,jelajahid_ord_00123,jelajahid_prod_0005,4,7411008
jelajahid_item_00252,jelajahid,jelajahid_ord_00124,jelajahid_prod_0012,1,1027664
jelajahid_item_00253,jelajahid,jelajahid_ord_00124,jelajahid_prod_0008,2,2533424
jelajahid_item_00254,jelajahid,jelajahid_ord_00125,jelajahid_prod_0015,2,1111490
jelajahid_item_00255,jelajahid,jelajahid_ord_00125,jelajahid_prod_0025,2,280710
jelajahid_item_00256,jelajahid,jelajahid_ord_00126,jelajahid_prod_0006,4,14372684
jelajahid_item_00257,jelajahid,jelajahid_ord_00127,jelajahid_prod_0022,1,1909627
jelajahid_item_00258,jelajahid,jelajahid_ord_00127,jelajahid_prod_0010,2,7123262
jelajahid_item_00259,jelajahid,jelajahid_ord_00127,jelajahid_prod_0011,4,3932592
jelajahid_item_00260,jelajahid,jelajahid_ord_00128,jelajahid_prod_0010,4,2136979
jelajahid_item_00261,jelajahid,jelajahid_ord_00128,jelajahid_prod_0018,4,2267131
jelajahid_item_00262,jelajahid,jelajahid_ord_00128,jelajahid_prod_0010,4,2136979
jelajahid_item_00263,jelajahid,jelajahid_ord_00129,jelajahid_prod_0033,4,13340700
jelajahid_item_00264,jelajahid,jelajahid_ord_00130,jelajahid_prod_0021,1,3808977
jelajahid_item_00265,jelajahid,jelajahid_ord_00130,jelajahid_prod_0010,4,14246524
jelajahid_item_00266,jelajahid,jelajahid_ord_00130,jelajahid_prod_0020,3,9238377
jelajahid_item_00267,jelajahid,jelajahid_ord_00131,jelajahid_prod_0034,4,2959068
jelajahid_item_00268,jelajahid,jelajahid_ord_00132,jelajahid_prod_0014,2,5165644
jelajahid_item_00269,jelajahid,jelajahid_ord_00133,jelajahid_prod_0032,4,4570928
jelajahid_item_00270,jelajahid,jelajahid_ord_00133,jelajahid_prod_0025,4,3742804
jelajahid_item_00271,jelajahid,jelajahid_ord_00134,jelajahid_prod_0030,1,2444919
jelajahid_item_00272,jelajahid,jelajahid_ord_00135,jelajahid_prod_0007,3,12598998
jelajahid_item_00273,jelajahid,jelajahid_ord_00135,jelajahid_prod_0031,2,2886932
jelajahid_item_00274,jelajahid,jelajahid_ord_00135,jelajahid_prod_0026,4,17876380
jelajahid_item_00275,jelajahid,jelajahid_ord_00136,jelajahid_prod_0026,4,17876380
jelajahid_item_00276,jelajahid,jelajahid_ord_00137,jelajahid_prod_0024,3,3390981
jelajahid_item_00277,jelajahid,jelajahid_ord_00137,jelajahid_prod_0021,4,15235908
jelajahid_item_00278,jelajahid,jelajahid_ord_00137,jelajahid_prod_0033,1,3335175
jelajahid_item_00279,jelajahid,jelajahid_ord_00138,jelajahid_prod_0028,4,17724120
jelajahid_item_00280,jelajahid,jelajahid_ord_00138,jelajahid_prod_0022,3,5728881
jelajahid_item_00281,jelajahid,jelajahid_ord_00139,jelajahid_prod_0004,2,5163570
jelajahid_item_00282,jelajahid,jelajahid_ord_00139,jelajahid_prod_0003,3,1416954
jelajahid_item_00283,jelajahid,jelajahid_ord_00140,jelajahid_prod_0014,2,5165644
jelajahid_item_00284,jelajahid,jelajahid_ord_00141,jelajahid_prod_0031,1,1443466
jelajahid_item_00285,jelajahid,jelajahid_ord_00142,jelajahid_prod_0025,2,1871402
jelajahid_item_00286,jelajahid,jelajahid_ord_00142,jelajahid_prod_0023,3,10661790
jelajahid_item_00287,jelajahid,jelajahid_ord_00143,jelajahid_prod_0008,2,2533424
jelajahid_item_00288,jelajahid,jelajahid_ord_00144,jelajahid_prod_0012,2,2055328
jelajahid_item_00289,jelajahid,jelajahid_ord_00145,jelajahid_prod_0014,1,2582822
jelajahid_item_00290,jelajahid,jelajahid_ord_00145,jelajahid_prod_0033,4,13340700
jelajahid_item_00291,jelajahid,jelajahid_ord_00146,jelajahid_prod_0029,1,126967
jelajahid_item_00292,jelajahid,jelajahid_ord_00147,jelajahid_prod_0024,3,3390981
jelajahid_item_00293,jelajahid,jelajahid_ord_00147,jelajahid_prod_0029,4,3385792
jelajahid_item_00294,jelajahid,jelajahid_ord_00147,jelajahid_prod_0018,2,7557102
jelajahid_item_00295,jelajahid,jelajahid_ord_00148,jelajahid_prod_0013,3,2364852
jelajahid_item_00296,jelajahid,jelajahid_ord_00149,jelajahid_prod_0011,2,1966296
jelajahid_item_00297,jelajahid,jelajahid_ord_00149,jelajahid_prod_0034,4,2959068
